Catch Year,Age at Catch,Fish ID,Station-Transect,Converted Lat,Converted Long,Weight(Kg),Increment Number,Increment Width,Year of Increment Formation,Radius at age Ri (mm),Growth Rate,Otolith radius at capture: Rcpt,Fish length at capture: Lcpt (cm),Average fish length at hatching: L0p (cm),Biological Intercept,Back-Calculated Length Option 2 (Ernst Method_regression),Back Calculated Weight (W=aL^b),Growth Rate (Biological Intercept),Length Increments,a,b,June U,July U,August U,September U,October U,November U,December U,June V,July V,August V,September V,October V,November V,December V,June Discharge,July Discharge,August Discharge,September Discharge,October Discharge,November Discharge,December Discharge,Avg Discharge,June MSLA,July MSLA,August MSLA,September MSLA,October MSLA,November MSLA,December MSLA
2011,5.5,PC1020_37,PC1020,29.4525,-88.6525,,1,0.86,2006,0.860,,2.14,65,0.2,26.26361792,24.2396,0.318,,26.26361792,,,-14.95,-23.16,-22.64,-12.77,-1.32,0.509,7.289,-0.4500016,-0.5000016,-0.1100016,-0.2600016,0.9199984,2.0499984,-1.2600015,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0278,-0.0066,0.0021,0.092,0.0619,0.0134,-0.0191
2011,5.5,PC1020_37,PC1020,29.4525,-88.6525,,2,0.413333333,2007,1.273,0.480620155,2.14,65,0.2,38.80490089,35.87906667,1.018,0.477515436,12.54128297,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0455,0.0017,0.06,0.0903,0.1476,0.0922,-0.0006
2011,5.5,PC1020_37,PC1020,29.4525,-88.6525,,3,0.323333333,2008,1.597,0.253926702,2.14,65,0.2,48.61542063,44.98413333,1.993,0.252816513,9.810519744,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.035,0.0987,0.0208,0.1773,0.2118,0.0664,0.0278
2011,5.5,PC1020_37,PC1020,29.4525,-88.6525,,4,0.273333333,2009,1.870,0.171189979,2.14,65,0.2,56.9088497,52.6812,3.187,0.17059256,8.293429062,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0522,0.0563,0.0786,0.2024,0.1688,0.1944,0.0652
2011,5.5,PC1020_37,PC1020,29.4525,-88.6525,,5,0.22,2010,2.090,0.117647059,2.14,65,0.2,63.5840487,58.8764,4.436,0.117296326,6.675199001,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0676,0.0974,0.1051,0.185,0.1184,0.0992,-0.0423
2011,5.5,PC1020_37,PC1020,29.4525,-88.6525,4.868,5.5,0.046666667,2011,2.137,0.022328549,2.14,65,0.2,65,60.19053333,4.737,0.02226897,1.415951303,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0299,0.062,0.0791,0.096,0.0867,0.102,0.0863
2011,5.5,PC1020_44,PC1020,29.4525,-88.6525,,1,0.75,2006,0.750,,1.99,62,0.2,23.43316045,21.142,0.227,,23.43316045,,,-14.95,-23.16,-22.64,-12.77,-1.32,0.509,7.289,-0.4500016,-0.5000016,-0.1100016,-0.2600016,0.9199984,2.0499984,-1.2600015,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0278,-0.0066,0.0021,0.092,0.0619,0.0134,-0.0191
2011,5.5,PC1020_44,PC1020,29.4525,-88.6525,,2,0.44,2007,1.190,0.586666667,1.99,62,0.2,37.081479,33.5324,0.889,0.582436099,13.64831855,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0455,0.0017,0.06,0.0903,0.1476,0.0922,-0.0006
2011,5.5,PC1020_44,PC1020,29.4525,-88.6525,,3,0.276666667,2008,1.467,0.232492997,1.99,62,0.2,45.66337628,41.32333333,1.654,0.231433522,8.581897273,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.035,0.0987,0.0208,0.1773,0.2118,0.0664,0.0278
2011,5.5,PC1020_44,PC1020,29.4525,-88.6525,,4,0.263333333,2009,1.730,0.179545455,1.99,62,0.2,53.83168814,48.7388,2.701,0.178881032,8.168311862,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0522,0.0563,0.0786,0.2024,0.1688,0.1944,0.0652
2011,5.5,PC1020_44,PC1020,29.4525,-88.6525,,5,0.186666667,2010,1.917,0.107899807,1.99,62,0.2,59.62188389,53.99533333,3.662,0.107561103,5.79019575,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0676,0.0974,0.1051,0.185,0.1184,0.0992,-0.0423
2011,5.5,PC1020_44,PC1020,29.4525,-88.6525,4.228,5.5,0.076666667,2011,1.993,0.04,1.99,62,0.2,62,56.15426667,4.115,0.039886631,2.378116112,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0299,0.062,0.0791,0.096,0.0867,0.102,0.0863
2011,5.5,PC1020_45,PC1020,29.4525,-88.6525,,1,0.92,2006,0.920,,1.97,62,0.2,28.99543688,25.9292,0.427,,28.99543688,,,-14.95,-23.16,-22.64,-12.77,-1.32,0.509,7.289,-0.4500016,-0.5000016,-0.1100016,-0.2600016,0.9199984,2.0499984,-1.2600015,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0278,-0.0066,0.0021,0.092,0.0619,0.0134,-0.0191
2011,5.5,PC1020_45,PC1020,29.4525,-88.6525,,2,0.403333333,2007,1.323,0.438405797,1.97,62,0.2,41.6332601,37.28706667,1.256,0.435855589,12.63782322,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0455,0.0017,0.06,0.0903,0.1476,0.0922,-0.0006
2011,5.5,PC1020_45,PC1020,29.4525,-88.6525,,3,0.223333333,2008,1.547,0.168765743,1.97,62,0.2,48.63106304,43.57613333,1.995,0.168082032,6.997802941,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.035,0.0987,0.0208,0.1773,0.2118,0.0664,0.0278
2011,5.5,PC1020_45,PC1020,29.4525,-88.6525,,4,0.19,2009,1.737,0.122844828,1.97,62,0.2,54.58441778,48.92653333,2.815,0.122418766,5.953354741,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0522,0.0563,0.0786,0.2024,0.1688,0.1944,0.0652
2011,5.5,PC1020_45,PC1020,29.4525,-88.6525,,5,0.176666667,2010,1.913,0.101727447,1.97,62,0.2,60.11999324,53.90146667,3.754,0.101413108,5.535575461,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0676,0.0974,0.1051,0.185,0.1184,0.0992,-0.0423
2011,5.5,PC1020_45,PC1020,29.4525,-88.6525,4.489,5.5,0.06,2011,1.973,0.031358885,1.97,62,0.2,62,55.59106667,4.115,0.031270908,1.88000676,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0299,0.062,0.0791,0.096,0.0867,0.102,0.0863
2011,5.5,PC1020_49,PC1020,29.4525,-88.6525,,1,0.946666667,2006,0.947,,2.26,63,0.2,26.4507146,26.68013333,0.325,,26.4507146,,,-14.95,-23.16,-22.64,-12.77,-1.32,0.509,7.289,-0.4500016,-0.5000016,-0.1100016,-0.2600016,0.9199984,2.0499984,-1.2600015,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0278,-0.0066,0.0021,0.092,0.0619,0.0134,-0.0191
2011,5.5,PC1020_49,PC1020,29.4525,-88.6525,,2,0.396666667,2007,1.343,0.419014085,2.26,63,0.2,37.46176514,37.85026667,0.917,0.41628556,11.01105054,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0455,0.0017,0.06,0.0903,0.1476,0.0922,-0.0006
2011,5.5,PC1020_49,PC1020,29.4525,-88.6525,,3,0.32,2008,1.663,0.2382134,2.26,63,0.2,46.34462944,46.86146667,1.729,0.237118146,8.882864299,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.035,0.0987,0.0208,0.1773,0.2118,0.0664,0.0278
2011,5.5,PC1020_49,PC1020,29.4525,-88.6525,,4,0.33,2009,1.993,0.198396794,2.26,63,0.2,55.50508325,56.15426667,2.959,0.197659447,9.160453809,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0522,0.0563,0.0786,0.2024,0.1688,0.1944,0.0652
2011,5.5,PC1020_49,PC1020,29.4525,-88.6525,,5,0.213333333,2010,2.207,0.107023411,2.26,63,0.2,61.42699278,62.16173333,4.002,0.106691301,5.921909533,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0676,0.0974,0.1051,0.185,0.1184,0.0992,-0.0423
2011,5.5,PC1020_49,PC1020,29.4525,-88.6525,1.428,5.5,0.056666667,2011,2.263,0.025679758,2.26,63,0.2,63,63.75746667,4.316,0.025607752,1.57300722,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0299,0.062,0.0791,0.096,0.0867,0.102,0.0863
2011,5.5,PC1020_50,PC1020,29.4525,-88.6525,,1,0.936666667,2006,0.937,,2.09,58,0.2,26.13009429,26.39853333,0.313,,26.13009429,,,-14.95,-23.16,-22.64,-12.77,-1.32,0.509,7.289,-0.4500016,-0.5000016,-0.1100016,-0.2600016,0.9199984,2.0499984,-1.2600015,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0278,-0.0066,0.0021,0.092,0.0619,0.0134,-0.0191
2011,5.5,PC1020_50,PC1020,29.4525,-88.6525,,2,0.413333333,2007,1.350,0.441281139,2.09,58,0.2,37.58478504,38.038,0.926,0.438371581,11.45469075,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0455,0.0017,0.06,0.0903,0.1476,0.0922,-0.0006
2011,5.5,PC1020_50,PC1020,29.4525,-88.6525,,3,0.293333333,2008,1.643,0.217283951,2.09,58,0.2,45.71392041,46.29826667,1.659,0.21628793,8.129135368,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.035,0.0987,0.0208,0.1773,0.2118,0.0664,0.0278
2011,5.5,PC1020_50,PC1020,29.4525,-88.6525,,4,0.206666667,2009,1.850,0.125760649,2.09,58,0.2,51.44126578,52.118,2.359,0.125286681,5.727345373,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0522,0.0563,0.0786,0.2024,0.1688,0.1944,0.0652
2011,5.5,PC1020_50,PC1020,29.4525,-88.6525,,5,0.183333333,2010,2.033,0.099099099,2.09,58,0.2,56.52197539,57.28066667,3.123,0.098767196,5.080709605,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0676,0.0974,0.1051,0.185,0.1184,0.0992,-0.0423
2011,5.5,PC1020_50,PC1020,29.4525,-88.6525,3.914,5.5,0.053333333,2011,2.087,0.026229508,2.09,58,0.2,58,58.78253333,3.373,0.026149557,1.478024612,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0299,0.062,0.0791,0.096,0.0867,0.102,0.0863
2011,5.5,PC1020_53,PC1020,29.4525,-88.6525,,1,0.87,2006,0.870,,1.97,65,0.2,28.84738002,24.5212,0.421,,28.84738002,,,-14.95,-23.16,-22.64,-12.77,-1.32,0.509,7.289,-0.4500016,-0.5000016,-0.1100016,-0.2600016,0.9199984,2.0499984,-1.2600015,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0278,-0.0066,0.0021,0.092,0.0619,0.0134,-0.0191
2011,5.5,PC1020_53,PC1020,29.4525,-88.6525,,2,0.366666667,2007,1.237,0.421455939,1.97,65,0.2,40.93488214,34.84653333,1.194,0.419015596,12.08750212,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0455,0.0017,0.06,0.0903,0.1476,0.0922,-0.0006
2011,5.5,PC1020_53,PC1020,29.4525,-88.6525,,3,0.253333333,2008,1.490,0.204851752,1.97,65,0.2,49.28624724,41.9804,2.076,0.204015858,8.351365101,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.035,0.0987,0.0208,0.1773,0.2118,0.0664,0.0278
2011,5.5,PC1020_53,PC1020,29.4525,-88.6525,,4,0.21,2009,1.700,0.140939597,1.97,65,0.2,56.20908937,47.894,3.072,0.140461944,6.922842123,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0522,0.0563,0.0786,0.2024,0.1688,0.1944,0.0652
2011,5.5,PC1020_53,PC1020,29.4525,-88.6525,,5,0.19,2010,1.890,0.111764706,1.97,65,0.2,62.47261319,53.2444,4.209,0.11143258,6.263523826,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0676,0.0974,0.1051,0.185,0.1184,0.0992,-0.0423
2011,5.5,PC1020_53,PC1020,29.4525,-88.6525,4.29,5.5,0.076666667,2011,1.967,0.040564374,1.97,65,0.2,65,55.40333333,4.737,0.040455916,2.527386807,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0299,0.062,0.0791,0.096,0.0867,0.102,0.0863
2011,5.5,PC1020_54,PC1020,29.4525,-88.6525,,1,1.066666667,2006,1.067,,2.32,57,0.2,26.33928314,30.05933333,0.321,,26.33928314,,,-14.95,-23.16,-22.64,-12.77,-1.32,0.509,7.289,-0.4500016,-0.5000016,-0.1100016,-0.2600016,0.9199984,2.0499984,-1.2600015,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0278,-0.0066,0.0021,0.092,0.0619,0.0134,-0.0191
2011,5.5,PC1020_54,PC1020,29.4525,-88.6525,,2,0.53,2007,1.597,0.496875,2.32,57,0.2,39.33942709,44.98413333,1.061,0.493564835,13.00014395,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0455,0.0017,0.06,0.0903,0.1476,0.0922,-0.0006
2011,5.5,PC1020_54,PC1020,29.4525,-88.6525,,3,0.213333333,2008,1.810,0.133611691,2.32,57,0.2,44.57218943,50.9916,1.539,0.133015723,5.232762343,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.035,0.0987,0.0208,0.1773,0.2118,0.0664,0.0278
2011,5.5,PC1020_54,PC1020,29.4525,-88.6525,,4,0.256666667,2009,2.067,0.141804788,2.32,57,0.2,50.86785663,58.21933333,2.281,0.141246532,6.295667194,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0522,0.0563,0.0786,0.2024,0.1688,0.1944,0.0652
2011,5.5,PC1020_54,PC1020,29.4525,-88.6525,,5,0.19,2010,2.257,0.091935484,2.32,57,0.2,55.52828559,63.56973333,2.962,0.091618347,4.660428962,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0676,0.0974,0.1051,0.185,0.1184,0.0992,-0.0423
2011,5.5,PC1020_54,PC1020,29.4525,-88.6525,2.982,5.5,0.06,2011,2.317,0.026587888,2.32,57,0.2,57,65.25933333,3.203,0.026503869,1.471714409,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0299,0.062,0.0791,0.096,0.0867,0.102,0.0863
2011,5.5,PC1020_61,PC1020,29.4525,-88.6525,,1,0.97,2006,0.970,,1.99,62,0.2,30.25731973,27.3372,0.485,,30.25731973,,,-14.95,-23.16,-22.64,-12.77,-1.32,0.509,7.289,-0.4500016,-0.5000016,-0.1100016,-0.2600016,0.9199984,2.0499984,-1.2600015,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0278,-0.0066,0.0021,0.092,0.0619,0.0134,-0.0191
2011,5.5,PC1020_61,PC1020,29.4525,-88.6525,,2,0.423333333,2007,1.393,0.436426117,1.99,62,0.2,43.38865652,39.25826667,1.420,0.433988764,13.13133679,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0455,0.0017,0.06,0.0903,0.1476,0.0922,-0.0006
2011,5.5,PC1020_61,PC1020,29.4525,-88.6525,,3,0.236666667,2008,1.630,0.169856459,1.99,62,0.2,50.72979756,45.9228,2.263,0.169194938,7.341141041,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.035,0.0987,0.0208,0.1773,0.2118,0.0664,0.0278
2011,5.5,PC1020_61,PC1020,29.4525,-88.6525,,4,0.18,2009,1.810,0.110429448,1.99,62,0.2,56.3132006,50.9916,3.089,0.110061607,5.583403045,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0522,0.0563,0.0786,0.2024,0.1688,0.1944,0.0652
2011,5.5,PC1020_61,PC1020,29.4525,-88.6525,,5,0.146666667,2010,1.957,0.081031308,1.99,62,0.2,60.86264012,55.12173333,3.894,0.080788154,4.549439518,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0676,0.0974,0.1051,0.185,0.1184,0.0992,-0.0423
2011,5.5,PC1020_61,PC1020,29.4525,-88.6525,3.97,5.5,0.036666667,2011,1.993,0.018739353,1.99,62,0.2,62,56.15426667,4.115,0.018687324,1.13735988,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0299,0.062,0.0791,0.096,0.0867,0.102,0.0863
2011,5.5,PC1120_154,PC1120,29.1501,-88.9001,,1,0.783333333,2006,0.783,,1.65,49,0.2,23.35213261,22.08066667,0.224,,23.35213261,,,-15.15,-23.57,-23.03,-12.82,-1.19,0.939,6.519,-0.4100016,-0.5400016,-0.3000016,-0.2800016,1.9699984,3.8399983,-1.0100016,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.022,-0.0081,-0.0005,0.0891,0.0738,0.0055,-0.0144
2011,5.5,PC1120_154,PC1120,29.1501,-88.9001,,2,0.3,2007,1.083,0.382978723,1.65,49,0.2,32.23024055,30.52866667,0.586,0.380184033,8.878107944,,,-13.07,-23.88,-23.37,-14.11,4.0399,19.93,18.76,-0.6300016,-0.4500016,0.1399984,-0.3800016,1.3499984,3.5099983,0.8399984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0594,0.0057,0.0692,0.0803,0.154,0.0753,-0.002
2011,5.5,PC1120_154,PC1120,29.1501,-88.9001,,3,0.196666667,2008,1.280,0.181538462,1.65,49,0.2,38.05033354,36.0668,0.960,0.180578639,5.820092986,,,-15.42,-22.45,-20.31,-7.79,-0.05,27.07,19.95,-0.9900016,-0.6200016,-0.4200016,-0.3000016,0.9999984,5.4499983,3.0799984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.047,0.1001,0.0361,0.1506,0.2039,0.0741,0.0213
2011,5.5,PC1120_154,PC1120,29.1501,-88.9001,,4,0.183333333,2009,1.463,0.143229167,1.65,49,0.2,43.47584395,41.22946667,1.429,0.142587723,5.42551041,,,-16.450001,-22.560001,-20.360001,-11.420001,2.649998,22.939998,5.649998,-0.26000157,0.15999842,-0.04000157,0.46999842,3.00999836,3.95999834,10.1599982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0616,0.0691,0.0777,0.1865,0.1586,0.1833,0.0661
2011,5.5,PC1120_154,PC1120,29.1501,-88.9001,,5,0.14,2010,1.603,0.095671982,1.65,49,0.2,47.61896099,45.17186667,1.874,0.095296989,4.143117041,,,-19.000001,-27.550001,-28.020001,-14.100001,6.659998,15.469998,20.879998,-0.12000157,-0.04000157,0.18999842,-0.12000157,2.01999838,0.71999841,3.61999835,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0717,0.1079,0.1309,0.1892,0.1174,0.0834,-0.0341
2011,5.5,PC1120_154,PC1120,29.1501,-88.9001,2.102,5.5,0.046666667,2011,1.650,0.029106029,1.65,49,0.2,49,46.486,2.041,0.029001872,1.381039014,,,-9.100001,-20.450001,-18.880001,-3.620001,8.879998,25.659998,28.739998,-0.3400016,-0.1800016,0.2199984,0.6899984,3.0799984,2.2999984,6.8899983,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0229,0.0607,0.0792,0.1,0.0809,0.0948,0.0839
