Unique.ID,Catch Year,Age at Catch,Fish ID,Station-Transect,Converted Lat,Converted Long,Weight(Kg),Increment Number,Increment Width,Year of Increment Formation,Radius at age Ri (mm),Growth Rate,Otolith radius at capture: Rcpt,Fish length at capture: Lcpt (cm),Average fish length at hatching: L0p (cm),Biological Intercept,Back-Calculated Length Option 2 (Ernst Method_regression),Back Calculated Weight (W=aL^b),Growth Rate (Biological Intercept),Length Increments,a,b,June U,July U,August U,September U,October U,November U,December U,June V,July V,August V,September V,October V,November V,December V,June Discharge,July Discharge,August Discharge,September Discharge,October Discharge,November Discharge,December Discharge,Avg Discharge,June MSLA,July MSLA,August MSLA,September MSLA,October MSLA,November MSLA,December MSLA,June WSC,July WSC,August WSC,September WSC,October WSC,November WSC,December WSC
274,2011,6.5,pC0610_4,PC0610,29.42406667,-85.4395,,5,0.21,2009,2.21,0.105,2.42,67,0.2,61.28508348,62.2556,3.92,0.104673808,5.80709259,,,-15.950001,-21.920001,-19.280001,-10.940001,3.449998,24.149998,2.089998,0.009998426,0.509998415,0.459998416,0.589998413,1.209998399,3.759998342,9.599998211,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0506,0.0964,0.1173,0.2094,0.178,0.1587,0.021,-8.4289999,-4.55700016,-2.88599992,-2.2420001,-4.4749999,-4.91699982,-9.93799973
275,2011,6.5,pC0610_4,PC0610,29.42406667,-85.4395,,6,0.146666667,2010,2.357,0.066365008,2.42,67,0.2,65.34083069,66.38573333,4.75,0.066178374,4.055747206,,,-18.290001,-26.750001,-27.090001,-13.830001,5.949998,14.129998,19.619998,0.27999842,0.19999842,0.31999842,0.01999843,0.77999841,-0.40000156,2.11999838,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0923,0.1153,0.1305,0.1652,0.1213,0.0608,-0.0729,-6.08300018,-5.04500008,3.67499995,-9.81700039,-4.85699987,-3.52200007,-4.0710001
276,2011,6.5,pC0610_4,PC0610,29.42406667,-85.4395,na,6.5,0.06,2011,2.417,0.025459689,2.42,67,0.2,67,68.07533333,5.12,0.025392535,1.659169311,,,-9.130001,-20.100001,-18.770001,-3.590001,9.269998,26.729998,31.959998,0.19999842,0.31999842,0.60999841,0.52999841,-0.49000156,0.09999842,7.01999827,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0629,0.1167,0.1382,0.1146,0.1092,0.0948,0.0762,-11.6829996,-3.5079999,-2.9059999,-4.01399994,-1.76400006,-9.03499985,-0.922999978
277,2011,6.5,PC0610_7,PC0610,29.42406667,-85.4395,,1,1.053333333,2005,1.053,,2.39,69,0.2,30.46356416,29.68386667,0.49,,30.46356416,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
278,2011,6.5,PC0610_7,PC0610,29.42406667,-85.4395,,2,0.386666667,2006,1.44,0.367088608,2.39,69,0.2,41.58353072,40.5724,1.24,0.365025133,11.11996656,,,-14.74,-22.95,-22.47,-12.7,-1.49,-0.12,7.749,-0.47000156,-0.44000156,0.05999842,-0.18000157,0.19999842,1.0299984,-1.23000155,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0482,0.0319,0.0383,0.0958,0.1225,0.0269,0.0034,-1.53499997,-5.9369998,-4,-0.203999996,-5.21299982,1.05999994,-5.48099995
279,2011,6.5,PC0610_7,PC0610,29.42406667,-85.4395,,3,0.29,2007,1.73,0.201388889,2.39,69,0.2,49.92350564,48.7388,2.13,0.200559567,8.33997492,,,-12.8,-23.45,-22.54,-14.13,3.769,20.81,22.33,-0.25000157,-0.04000157,0.61999841,-0.18000157,0.44999842,2.78999836,0.65999841,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0824,0.0822,0.081,0.0985,0.1145,0.0566,0.0021,-3.56900001,-5.3130002,-6.046,0.407999992,-0.680999994,-4.079,-1.86600006
280,2011,6.5,PC0610_7,PC0610,29.42406667,-85.4395,,4,0.21,2008,1.94,0.121387283,2.39,69,0.2,55.96279783,54.6524,2.99,0.120970916,6.039292183,,,-14.61,-22.23,-19.67,-7.28,-0.67,27.5,22.79,-0.88000155,-0.26000157,-0.05000157,-0.24000157,-0.21000157,3.50999835,3.38999835,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0868,0.1071,0.0652,0.2129,0.1615,0.0912,0.0329,-7.10699987,-4.71000004,-1.67900002,-6.32800007,-10.6040001,-5.4829998,-3.75600004
281,2011,6.5,PC0610_7,PC0610,29.42406667,-85.4395,,5,0.24,2009,2.18,0.12371134,2.39,69,0.2,62.86484604,61.4108,4.23,0.123332794,6.90204821,,,-15.950001,-21.920001,-19.280001,-10.940001,3.449998,24.149998,2.089998,0.009998426,0.509998415,0.459998416,0.589998413,1.209998399,3.759998342,9.599998211,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0506,0.0964,0.1173,0.2094,0.178,0.1587,0.021,-8.4289999,-4.55700016,-2.88599992,-2.2420001,-4.4749999,-4.91699982,-9.93799973
282,2011,6.5,PC0610_7,PC0610,29.42406667,-85.4395,,6,0.166666667,2010,2.347,0.076452599,2.39,69,0.2,67.65793507,66.10413333,5.27,0.076244345,4.793089034,,,-18.290001,-26.750001,-27.090001,-13.830001,5.949998,14.129998,19.619998,0.27999842,0.19999842,0.31999842,0.01999843,0.77999841,-0.40000156,2.11999838,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0923,0.1153,0.1305,0.1652,0.1213,0.0608,-0.0729,-6.08300018,-5.04500008,3.67499995,-9.81700039,-4.85699987,-3.52200007,-4.0710001
283,2011,6.5,PC0610_7,PC0610,29.42406667,-85.4395,na,6.5,0.046666667,2011,2.393,0.019886364,2.39,69,0.2,69,67.41826667,5.58,0.019836031,1.34206493,,,-9.130001,-20.100001,-18.770001,-3.590001,9.269998,26.729998,31.959998,0.19999842,0.31999842,0.60999841,0.52999841,-0.49000156,0.09999842,7.01999827,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0629,0.1167,0.1382,0.1146,0.1092,0.0948,0.0762,-11.6829996,-3.5079999,-2.9059999,-4.01399994,-1.76400006,-9.03499985,-0.922999978
284,2011,6.5,PC0910_2,PC0910,30.00926667,-88.0945,,1,0.866666667,2005,0.867,,2.33,67,0.2,25.02891083,24.42733333,0.27,,25.02891083,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
285,2011,6.5,PC0910_2,PC0910,30.00926667,-88.0945,,2,0.4,2006,1.267,0.461538462,2.33,67,0.2,36.50164591,35.69133333,0.84,0.458379318,11.47273508,,,-14.95,-23.16,-22.64,-12.77,-1.32,0.509,7.289,-0.4500016,-0.5000016,-0.1100016,-0.2600016,0.9199984,2.0499984,-1.2600015,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0341,-0.0067,0.0272,0.0747,0.0817,0.0208,-0.0206,#N/A,#N/A,#N/A,-19.0650005,#N/A,180.029007,#N/A
286,2011,6.5,PC0910_2,PC0910,30.00926667,-88.0945,,3,0.296666667,2007,1.563,0.234210526,2.33,67,0.2,45.0105911,44.04546667,1.56,0.233111274,8.508945184,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0389,0.0288,0.0669,0.1204,0.1422,0.0753,-0.0335,#N/A,-28.8840008,10.8920002,-87.8820038,#N/A,#N/A,#N/A
287,2011,6.5,PC0910_2,PC0910,30.00926667,-88.0945,,4,0.25,2008,1.813,0.159914712,2.33,67,0.2,52.18105052,51.08546667,2.43,0.159306049,7.170459425,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0532,0.0772,0.0053,0.1966,0.1962,0.073,-0.0081,#N/A,#N/A,-148.354996,56.3030014,#N/A,#N/A,#N/A
288,2011,6.5,PC0910_2,PC0910,30.00926667,-88.0945,,5,0.26,2009,2.073,0.143382353,2.33,67,0.2,59.63832832,58.40706667,3.62,0.142911607,7.457277802,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0441,0.034,0.1195,0.2266,0.1802,0.1669,0.0379,-11.6639996,12.0539999,-0.061999999,2.13400006,-28.0300007,-2.727,-74.0820007
289,2011,6.5,PC0910_2,PC0910,30.00926667,-88.0945,,6,0.2,2010,2.273,0.096463023,2.33,67,0.2,65.37469586,64.03906667,4.75,0.096185921,5.73636754,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0707,0.1236,0.0975,0.2018,0.1132,0.0936,-0.0853,-11.1560001,-8.58899975,-63.9309998,-4.70699978,-33.8860016,-33.3419991,#N/A
290,2011,6.5,PC0910_2,PC0910,30.00926667,-88.0945,5.426,6.5,0.056666667,2011,2.33,0.024926686,2.33,67,0.2,67,65.6348,5.12,0.024861364,1.625304136,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0531,0.0635,0.0669,0.1136,0.0885,0.1169,0.0595,-8.58399963,42.3889999,-11.2819996,-6.71000004,-28.2989998,-44.3540001,#N/A
291,2011,6.5,PC1120_137 ,PC1120,29.1501,-88.9001,,1,0.993333333,2005,0.993,,2.36,63,0.2,26.65473327,27.99426667,0.33,,26.65473327,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
292,2011,6.5,PC1120_137 ,PC1120,29.1501,-88.9001,,2,0.423333333,2006,1.417,0.426174497,2.36,63,0.2,37.94042734,39.91533333,0.94,0.423403002,11.28569407,,,-15.15,-23.57,-23.03,-12.82,-1.19,0.939,6.519,-0.4100016,-0.5400016,-0.3000016,-0.2800016,1.9699984,3.8399983,-1.0100016,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.022,-0.0081,-0.0005,0.0891,0.0738,0.0055,-0.0144,-2.95799994,-3.16000009,-4.03700018,1.153,-8.22399998,-0.912,-1.40799999
293,2011,6.5,PC1120_137 ,PC1120,29.1501,-88.9001,,3,0.313333333,2007,1.73,0.221176471,2.36,63,0.2,46.29361823,48.7388,1.7,0.220165967,8.353190887,,,-13.07,-23.88,-23.37,-14.11,4.0399,19.93,18.76,-0.6300016,-0.4500016,0.1399984,-0.3800016,1.3499984,3.5099983,0.8399984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0594,0.0057,0.0692,0.0803,0.154,0.0753,-0.002,-5.01800013,-4.85200024,-4.09200001,5.35500002,5.31699991,-2.20000005,-0.889999986
294,2011,6.5,PC1120_137 ,PC1120,29.1501,-88.9001,,4,0.223333333,2008,1.953,0.129094412,2.36,63,0.2,52.24748833,55.02786667,2.44,0.128611034,5.9538701,,,-15.42,-22.45,-20.31,-7.79,-0.05,27.07,19.95,-0.9900016,-0.6200016,-0.4200016,-0.3000016,0.9999984,5.4499983,3.0799984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.047,0.1001,0.0361,0.1506,0.2039,0.0741,0.0213,-5.79400015,-2.73600006,-3.4460001,10.6610003,-1.86800003,-1.27100003,-10.6190004
295,2011,6.5,PC1120_137 ,PC1120,29.1501,-88.9001,,5,0.22,2009,2.173,0.112627986,2.36,63,0.2,58.11249469,61.22306667,3.35,0.112254322,5.865006368,,,-16.450001,-22.560001,-20.360001,-11.420001,2.649998,22.939998,5.649998,-0.26000157,0.15999842,-0.04000157,0.46999842,3.00999836,3.95999834,10.1599982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0616,0.0691,0.0777,0.1865,0.1586,0.1833,0.0661,-11.3470001,-6.08300018,-3.24300003,-1.10000002,-3.22399998,0.612999976,4.08900023
296,2011,6.5,PC1120_137 ,PC1120,29.1501,-88.9001,,6,0.136666667,2010,2.31,0.062883436,2.36,63,0.2,61.75590774,65.0716,4.01,0.062695864,3.643413047,,,-19.000001,-27.550001,-28.020001,-14.100001,6.659998,15.469998,20.879998,-0.12000157,-0.04000157,0.18999842,-0.12000157,2.01999838,0.71999841,3.61999835,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0717,0.1079,0.1309,0.1892,0.1174,0.0834,-0.0341,-5.24499989,-6.29400015,-2.80900002,-6.33099985,-8.85400009,0.460000008,-3.16300011
297,2011,6.5,PC1120_137 ,PC1120,29.1501,-88.9001,4.828,6.5,0.046666667,2011,2.357,0.02020202,2.36,63,0.2,63,66.38573333,4.26,0.020145316,1.24409226,,,-9.100001,-20.450001,-18.880001,-3.620001,8.879998,25.659998,28.739998,-0.3400016,-0.1800016,0.2199984,0.6899984,3.0799984,2.2999984,6.8899983,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0229,0.0607,0.0792,0.1,0.0809,0.0948,0.0839,-15.6949997,-7.40500021,-6.30499983,-6.33300018,1.25699997,-1.19400001,-2.91199994
298,2011,6.5,PC1220_18,PC1220,28.8512,-89.4845,,1,0.916666667,2005,0.917,,2.22,60,0.2,24.91349481,25.83533333,0.27,,24.91349481,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
299,2011,6.5,PC1220_18,PC1220,28.8512,-89.4845,,2,0.363333333,2006,1.28,0.396363636,2.22,60,0.2,34.71972318,36.0668,0.72,0.393611111,9.806228374,,,-15.15,-23.57,-23.03,-12.82,-1.19,0.939,6.519,-0.4100016,-0.5400016,-0.3000016,-0.2800016,1.9699984,3.8399983,-1.0100016,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,0.0089,-0.0239,-0.006,0.0633,0.0884,0.0342,0.0023,-2.95799994,-3.16000009,-4.03700018,1.153,-8.22399998,-0.912,-1.40799999
300,2011,6.5,PC1220_18,PC1220,28.8512,-89.4845,,3,0.296666667,2007,1.577,0.231770833,2.22,60,0.2,42.7266436,44.42093333,1.34,0.230615906,8.006920415,,,-13.07,-23.88,-23.37,-14.11,4.0399,19.93,18.76,-0.6300016,-0.4500016,0.1399984,-0.3800016,1.3499984,3.5099983,0.8399984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0422,0.0526,0.093,0.0599,0.1471,0.0647,-0.0142,-5.01800013,-4.85200024,-4.09200001,5.35500002,5.31699991,-2.20000005,-0.889999986
301,2011,6.5,PC1220_18,PC1220,28.8512,-89.4845,,4,0.216666667,2008,1.793,0.137420719,2.22,60,0.2,48.57439446,50.52226667,1.96,0.13686427,5.847750865,,,-15.42,-22.45,-20.31,-7.79,-0.05,27.07,19.95,-0.9900016,-0.6200016,-0.4200016,-0.3000016,0.9999984,5.4499983,3.0799984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0726,0.1123,0.0476,0.1497,0.1703,0.0918,0.0109,-5.79400015,-2.73600006,-3.4460001,10.6610003,-1.86800003,-1.27100003,-10.6190004
302,2011,6.5,PC1220_18,PC1220,28.8512,-89.4845,,5,0.253333333,2009,2.047,0.141263941,2.22,60,0.2,55.41176471,57.65613333,2.91,0.140760792,6.837370242,,,-16.450001,-22.560001,-20.360001,-11.420001,2.649998,22.939998,5.649998,-0.26000157,0.15999842,-0.04000157,0.46999842,3.00999836,3.95999834,10.1599982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0858,0.0763,0.1287,0.1886,0.1681,0.1802,0.0741,-11.3470001,-6.08300018,-3.24300003,-1.10000002,-3.22399998,0.612999976,4.08900023
303,2011,6.5,PC1220_18,PC1220,28.8512,-89.4845,,6,0.146666667,2010,2.193,0.071661238,2.22,60,0.2,59.37024221,61.78626667,3.57,0.071437492,3.958477509,,,-19.000001,-27.550001,-28.020001,-14.100001,6.659998,15.469998,20.879998,-0.12000157,-0.04000157,0.18999842,-0.12000157,2.01999838,0.71999841,3.61999835,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0881,0.1122,0.1379,0.1815,0.1181,0.0572,-0.0444,-5.24499989,-6.29400015,-2.80900002,-6.33099985,-8.85400009,0.460000008,-3.16300011
304,2011,6.5,PC1220_18,PC1220,28.8512,-89.4845,3.44,6.5,0.023333333,2011,2.217,0.010638298,2.22,60,0.2,60,62.44333333,3.68,0.010607297,0.629757785,,,-9.100001,-20.450001,-18.880001,-3.620001,8.879998,25.659998,28.739998,-0.3400016,-0.1800016,0.2199984,0.6899984,3.0799984,2.2999984,6.8899983,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0522,0.0824,0.0963,0.1004,0.0657,0.1022,0.0804,-15.6949997,-7.40500021,-6.30499983,-6.33300018,1.25699997,-1.19400001,-2.91199994
305,2011,6.5,PC1320_20,PC1320,28.4743,-90.5568,,1,0.883333333,2005,0.883,,2.01,69,0.2,30.36624151,24.89666667,0.48,,30.36624151,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
306,2011,6.5,PC1320_20,PC1320,28.4743,-90.5568,,2,0.32,2006,1.203,0.362264151,2.01,69,0.2,41.30677489,33.90786667,1.21,0.360286056,10.94053338,,,-17.51,-25.15,-25.58,-15.42,-6.74,-4.02,4.269,-0.29000157,-0.53000156,-0.08000157,-0.39000157,1.67999839,3.80999834,-0.33000157,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,-0.009,-0.0059,0.046,0.0823,0.0791,0.0592,-0.0076,-2.72000003,-2.66700006,-4.97800016,-1.05799997,-3.11999989,-8.16800022,-4.99399996
307,2011,6.5,PC1320_20,PC1320,28.4743,-90.5568,,3,0.21,2007,1.413,0.174515235,2.01,69,0.2,48.48649992,39.82146667,1.95,0.173814708,7.179725029,,,-16.99,-27.22,-26.64,-18.3,-2.32,20.74,22.24,-0.65000156,-0.47000156,0.30999842,-0.09000157,1.77999839,3.54999835,1.63999839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0675,0.0731,0.081,0.0941,0.1578,0.0767,-0.0214,-6.70300007,-8.84500027,-6.00899982,-4.42000008,-2.50600004,-6.41599989,-1.31500006
308,2011,6.5,PC1320_20,PC1320,28.4743,-90.5568,,4,0.206666667,2008,1.62,0.146226415,2.01,69,0.2,55.55226106,45.6412,2.93,0.14572636,7.06576114,,,-17.66,-24.74,-22.82,-11.9,-4.39,19.72,21.84,-0.7800016,-0.5600016,-0.4300016,-0.1000016,0.7399984,5.8799983,4.0499983,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0606,0.1545,0.0618,0.133,0.1495,0.0717,-0.0266,-12.3739996,-6.17600012,-6.49900007,0.193000004,-4.45300007,0.282999992,-3.73099995
309,2011,6.5,PC1320_20,PC1320,28.4743,-90.5568,,5,0.216666667,2009,1.837,0.133744856,2.01,69,0.2,62.95991386,51.74253333,4.25,0.133345658,7.407652808,,,-18.2600012,-24.660001,-23.0900011,-15.0000012,-0.8400016,22.7799979,1.6299984,-0.2700016,0.1699984,0.2999984,0.7699984,4.1199983,4.8399983,8.1599982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0905,0.1202,0.1123,0.1754,0.1672,0.1871,0.0739,-9.9659996,-8.38899994,-7.41200018,-0.765999973,-1.70899999,-5.66300011,1.54100001
310,2011,6.5,PC1320_20,PC1320,28.4743,-90.5568,,6,0.14,2010,1.977,0.076225045,2.01,69,0.2,67.74639722,55.68493333,5.29,0.0760243,4.786483353,,,-22.7900011,-30.2800009,-29.9600009,-15.5800012,0.8699984,12.6799981,15.1899981,-0.02000157,-0.04000157,0.19999842,0.11999842,2.15999838,-0.34000157,2.60999837,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.098,0.1156,0.1669,0.1409,0.1088,0.0778,-0.0409,-4.24499989,-4.56500006,-0.565999985,-5.6880002,-2.88000011,-0.453000009,-4.6329999
311,2011,6.5,PC1320_20,PC1320,28.4743,-90.5568,5.618,6.5,0.036666667,2011,2.013,0.018549747,2.01,69,0.2,69,56.71746667,5.58,0.018504346,1.253602783,,,-11.530001,-21.420001,-20.500001,-6.560001,2.149998,20.019998,25.159998,-0.4200016,-0.3600016,0.3899984,0.9299984,4.6499983,2.9399984,8.4699982,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0027,0.1151,0.154,0.0758,0.0584,0.0965,0.1055,-10.4230003,-10.2410002,-8.92399979,-0.432000011,-9.21700001,1.02699995,-1.926
312,2011,6.5,PC1320_77,PC1320,28.4743,-90.5568,,1,0.91,2005,0.91,,2.2,65,0.2,26.98635744,25.6476,0.34,,26.98635744,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
313,2011,6.5,PC1320_77,PC1320,28.4743,-90.5568,,2,0.34,2006,1.25,0.373626374,2.2,65,0.2,37.00545703,35.222,0.87,0.371265356,10.01909959,,,-17.51,-25.15,-25.58,-15.42,-6.74,-4.02,4.269,-0.29000157,-0.53000156,-0.08000157,-0.39000157,1.67999839,3.80999834,-0.33000157,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,288.4233487,-0.009,-0.0059,0.046,0.0823,0.0791,0.0592,-0.0076,-2.72000003,-2.66700006,-4.97800016,-1.05799997,-3.11999989,-8.16800022,-4.99399996
314,2011,6.5,PC1320_77,PC1320,28.4743,-90.5568,,3,0.306666667,2007,1.557,0.245333333,2.2,65,0.2,46.04229195,43.85773333,1.67,0.244202765,9.036834925,,,-16.99,-27.22,-26.64,-18.3,-2.32,20.74,22.24,-0.65000156,-0.47000156,0.30999842,-0.09000157,1.77999839,3.54999835,1.63999839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0675,0.0731,0.081,0.0941,0.1578,0.0767,-0.0214,-6.70300007,-8.84500027,-6.00899982,-4.42000008,-2.50600004,-6.41599989,-1.31500006
315,2011,6.5,PC1320_77,PC1320,28.4743,-90.5568,,4,0.206666667,2008,1.763,0.132762313,2.2,65,0.2,52.13233288,49.67746667,2.42,0.132270586,6.090040928,,,-17.66,-24.74,-22.82,-11.9,-4.39,19.72,21.84,-0.7800016,-0.5600016,-0.4300016,-0.1000016,0.7399984,5.8799983,4.0499983,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0606,0.1545,0.0618,0.133,0.1495,0.0717,-0.0266,-12.3739996,-6.17600012,-6.49900007,0.193000004,-4.45300007,0.282999992,-3.73099995
316,2011,6.5,PC1320_77,PC1320,28.4743,-90.5568,,5,0.23,2009,1.993,0.130434783,2.2,65,0.2,58.90995907,56.15426667,3.49,0.130008112,6.777626194,,,-18.2600012,-24.660001,-23.0900011,-15.0000012,-0.8400016,22.7799979,1.6299984,-0.2700016,0.1699984,0.2999984,0.7699984,4.1199983,4.8399983,8.1599982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0905,0.1202,0.1123,0.1754,0.1672,0.1871,0.0739,-9.9659996,-8.38899994,-7.41200018,-0.765999973,-1.70899999,-5.66300011,1.54100001
317,2011,6.5,PC1320_77,PC1320,28.4743,-90.5568,,6,0.17,2010,2.163,0.085284281,2.2,65,0.2,63.91950887,60.94146667,4.45,0.085037401,5.009549795,,,-22.7900011,-30.2800009,-29.9600009,-15.5800012,0.8699984,12.6799981,15.1899981,-0.02000157,-0.04000157,0.19999842,0.11999842,2.15999838,-0.34000157,2.60999837,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.098,0.1156,0.1669,0.1409,0.1088,0.0778,-0.0409,-4.24499989,-4.56500006,-0.565999985,-5.6880002,-2.88000011,-0.453000009,-4.6329999
318,2011,6.5,PC1320_77,PC1320,28.4743,-90.5568,4.978,6.5,0.036666667,2011,2.2,0.016949153,2.2,65,0.2,65,61.974,4.67,0.016903934,1.080491132,,,-11.530001,-21.420001,-20.500001,-6.560001,2.149998,20.019998,25.159998,-0.4200016,-0.3600016,0.3899984,0.9299984,4.6499983,2.9399984,8.4699982,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0027,0.1151,0.154,0.0758,0.0584,0.0965,0.1055,-10.4230003,-10.2410002,-8.92399979,-0.432000011,-9.21700001,1.02699995,-1.926
