Unique.ID,Catch Year,Age at Catch,Fish ID,Station-Transect,Converted Lat,Converted Long,Weight(Kg),Increment Number,Increment Width,R Detrended,Year of Increment Formation,Radius at age Ri (mm),Growth Rate,Otolith radius at capture: Rcpt,Fish length at capture: Lcpt (cm),Average fish length at hatching: L0p (cm),Biological Intercept,Back Calculated Weight (W=aL^b),Growth Rate (Biological Intercept),Length Increments,a,b,Pjan U,Pfeb U,Pmar U,Papr U,Pmay U,June U,July U,August U,September U,October U,November U,December U,January U,February U,March U,April U,May U,Pjan V,Pfeb V,Pmar V,Papr V,Pmay V,June V,July V,August V,September V,October V,November V,December V,January V,February V,March V,April V,May V,PJanuary Discharge,PFebruary Discharge,PMarch Discharge,PApril Discharge,PMay Discharge,June Discharge,July Discharge,August Discharge,September Discharge,October Discharge,November Discharge,December Discharge,January Discharge,February Discharge,March Discharge,April Discharge,May Discharge,Avg Discharge,Pjan MSLA,Pfeb MSLA,Pmar MSLA,Papr MSLA,Pmay MSLA,June MSLA,July MSLA,August MSLA,September MSLA,October MSLA,November MSLA,December MSLA,,,,,,June WSC,July WSC,August WSC,September WSC,October WSC,November WSC,December WSC
213,2011,5.5,PC1220_91,PC1220,28.8512,-89.4845,,1,0.813333333,NA,2006,0.813,,1.97,57,0.2,23.63348569,0.229,,23.63348569,,,1.0799984,0.33999842,-1.25000155,0.03999843,1.51999839,0.02999843,0.44999842,1.1599984,0.16999842,-1.28000155,-0.89000155,-2.12000153,-2.02000153,0.32999842,-1.77000153,-0.51000156,-2.81000151,1.2099984,0.06999842,1.1199984,3.14999836,2.12999838,-0.26000157,2.02999838,0.66999841,-0.07000157,0.07999842,-0.91000155,-0.82000156,-1.21000155,-0.14000157,1.61999839,0.53999841,1.55999839,305062.5,487000,451343.75,427266.6667,477843.75,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,754000,754000,562225.8065,635533.3333,628935.4839,288.4233487,-0.09,-0.0234,-0.0498,-0.0327,-0.0065,0.0089,-0.0239,-0.006,0.0633,0.0884,0.0342,0.0023,-0.0489,-0.0778,-0.0731,0.0134,0.0502,-2.95799994,-3.16000009,-4.03700018,1.153,-8.22399998,-0.912,-1.40799999
214,2011,5.5,PC1220_91,PC1220,28.8512,-89.4845,,2,0.433333333,1.1255411,2007,1.247,0.532786885,1.97,57,0.2,36.13390892,0.813,0.528928461,12.50042323,,,-2.02000153,0.32999842,-1.77000153,-0.51000156,-2.81000151,0.51999841,1.92999838,0.16999842,-2.14000153,-2.89000151,-0.83000156,-0.53000156,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,-1.2100015,-0.1400016,1.6199984,0.5399984,1.5599984,1.8599984,1.2999984,0.7999984,-0.2400016,-1.0900015,-0.9800016,1.1899984,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0489,-0.0778,-0.0731,0.0134,0.0502,0.0422,0.0526,0.093,0.0599,0.1471,0.0647,-0.0142,-0.0294,-0.0334,-0.0589,-0.0059,0.022,-5.01800013,-4.85200024,-4.09200001,5.35500002,5.31699991,-2.20000005,-0.889999986
215,2011,5.5,PC1220_91,PC1220,28.8512,-89.4845,,3,0.226666667,0.7234043,2008,1.473,0.181818182,1.97,57,0.2,42.67259184,1.334,0.180956977,6.538682919,,,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,0.87999841,1.79999839,2.08999838,-3.59000149,-2.18000153,-0.31000157,-0.37000157,1.0799984,-0.82000156,-1.36000154,-0.37000157,-0.64000156,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,2.2699984,1.3999984,0.5199984,-0.4000016,-1.6000015,-0.3800016,1.1699984,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,-0.0294,-0.0334,-0.0589,-0.0059,0.022,0.0726,0.1123,0.0476,0.1497,0.1703,0.0918,0.0109,-0.0679,-0.0721,-0.0225,0.0012,0.0328,-5.79400015,-2.73600006,-3.4460001,10.6610003,-1.86800003,-1.27100003,-10.6190004
216,2011,5.5,PC1220_91,PC1220,28.8512,-89.4845,,4,0.27,1.1172414,2009,1.743,0.183257919,1.97,57,0.2,50.46131708,2.197,0.182522901,7.788725241,,,1.0799984,-0.8200016,-1.3600015,-0.3700016,-0.6400016,2.6899984,3.0099984,0.8099984,-0.4800016,-0.2000016,-1.1100015,-1.1100015,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,1.0999984,1.8999984,0.4199984,0.7099984,0.6899984,-2.5600015,-1.0300016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0679,-0.0721,-0.0225,0.0012,0.0328,0.0858,0.0763,0.1287,0.1886,0.1681,0.1802,0.0741,-0.0199,-0.0565,-0.054,-0.0381,0.0182,-11.3470001,-6.08300018,-3.24300003,-1.10000002,-3.22399998,0.612999976,4.08900023
217,2011,5.5,PC1220_91,PC1220,28.8512,-89.4845,,5,0.18,1.0588235,2010,1.923,0.103250478,1.97,57,0.2,55.65380058,2.942,0.102900277,5.192483494,,,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2799984,-0.3700016,1.3499984,-2.5400015,0.5399984,-0.7700016,0.5799984,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,2.1499984,1.1499984,0.2699984,0.2399984,-1.2700015,0.3999984,-1.0400016,-1.2400015,1.2799984,1.5799984,3.8799983,2.3199984,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0199,-0.0565,-0.054,-0.0381,0.0182,0.0881,0.1122,0.1379,0.1815,0.1681,0.0572,-0.0444,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,-5.24499989,-6.29400015,-2.80900002,-6.33099985,-8.85400009,0.460000008,-3.16300011
218,2011,5.5,PC1220_91,PC1220,28.8512,-89.4845,3.218,5.5,0.046666667,NA,2011,1.970,0.024263432,1.97,57,0.2,57,3.159,0.024188814,1.346199424,,,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,0.8399984,1.6399984,1.8999984,-0.6200016,-1.9800015,-1.1000015,-1.7400015,1.0899984,-1.5100015,-1.2300015,-0.3600016,0.1399984,-1.24000155,1.2799984,1.57999839,3.87999834,2.31999837,1.98999838,1.2599984,-0.08000157,-0.40000156,-1.99000153,0.25999842,-0.17000157,1.85999838,-0.20000157,2.85999836,0.87999841,0.58999841,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,0.0522,0.0824,0.0963,0.1004,0.0657,0.0948,0.0804,0.0156,-0.0104,0.0081,0.0772,0.0531,-15.6949997,-7.40500021,-6.30499983,-6.33300018,1.25699997,-1.19400001,-2.91199994
219,2011,5.5,PC1310_63,PC1310,28.6426,-90.6259,,1,0.996666667,NA,2006,0.997,,2.48,61,0.2,24.65261882,0.260,,24.65261882,,,-0.3700016,-0.5300016,-2.8700015,-2.2900015,-1.3300015,-1.2400015,-1.7700015,-0.7200016,-0.6600016,-3.7500015,-2.7000015,-4.0900015,-4.0600015,-1.9400015,-4.4000015,-2.7100015,-5.1000015,1.0899984,1.3299984,2.3599984,3.6199983,2.6499984,-0.2300016,2.1199984,0.8199984,0.7999984,0.1799984,-2.1600015,-1.5700015,-1.0000016,-0.5800016,0.8199984,1.0099984,0.8299984,305062.5,487000,451343.75,427266.6667,477843.75,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,754000,754000,562225.8065,635533.3333,628935.4839,288.4233487,-0.1008,-0.0566,-0.0518,-0.0454,-0.0262,-0.0106,-0.0239,0.0203,0.0623,0.0857,0.0416,0.0017,0.0011,-0.063,-0.0658,-0.0078,0.0668,-2.72000003,-2.66700006,-4.97800016,-1.05799997,-3.11999989,-8.16800022,-4.99399996
220,2011,5.5,PC1310_63,PC1310,28.6426,-90.6259,,2,0.426666667,1.0657785,2007,1.423,0.428093645,2.48,61,0.2,35.13114313,0.747,0.425047107,10.4785243,,,-4.0600015,-1.9400015,-4.4000015,-2.7100015,-5.1000015,-1.7300015,-0.2000016,-2.4200015,-3.5300015,-5.2800015,-3.0100015,-1.9200015,-3.6500015,-2.0400015,-2.6400015,-3.0100015,-2.5700015,-1.0000016,-0.5800016,0.8199984,1.0099984,0.8299984,1.7899984,1.8699984,1.2399984,0.1299984,-2.0800015,-1.8900015,1.3599984,-1.2400015,1.8399984,1.9599984,2.2899984,3.8199983,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,0.0011,-0.063,-0.0658,-0.0078,0.0668,0.0887,0.0464,0.0703,0.1099,0.1729,0.081,-0.0349,0.0544,-0.0702,-0.095,-0.0304,0.0051,-6.70300007,-8.84500027,-6.00899982,-4.42000008,-2.50600004,-6.41599989,-1.31500006
221,2011,5.5,PC1310_63,PC1310,28.6426,-90.6259,,3,0.316666667,0.8780037,2008,1.740,0.222482436,2.48,61,0.2,42.90817288,1.356,0.221371383,7.777029756,,,-3.6500015,-2.0400015,-2.6400015,-3.0100015,-2.5700015,-1.7200015,-0.9800016,1.0999984,-5.2800015,-4.7500015,-2.1100015,-1.6900015,-0.4100016,-3.1200015,-3.4300015,-2.4000015,-2.3500015,-1.2400015,1.8399984,1.9599984,2.2899984,3.8199983,2.5199984,1.6699984,1.1699984,-0.3400016,-2.6100015,-0.6700016,1.9399984,0.2999984,2.3799984,2.7699984,2.9399984,1.9099984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,0.0544,-0.0702,-0.095,-0.0304,0.0051,0.0505,0.149,0.0486,0.1627,0.1726,0.0789,-0.0126,-0.0846,-0.0649,0.0011,-0.0409,0.0111,-12.3739996,-6.17600012,-6.49900007,0.193000004,-4.45300007,0.282999992,-3.73099995
222,2011,5.5,PC1310_63,PC1310,28.6426,-90.6259,,4,0.33,1.0280374,2009,2.070,0.189655172,2.48,61,0.2,51.01265652,2.270,0.188879719,8.104483641,,,-0.4100016,-3.1200015,-3.4300015,-2.4000015,-2.3500015,0.4799984,1.4699984,-0.6000016,-1.1400015,-2.1800015,-3.3000015,-2.3000015,-0.6800016,-0.8400016,1.0899984,-4.0600015,-2.4600015,0.2999984,2.3799984,2.7699984,2.9399984,1.9099984,1.3399984,2.1899984,0.5799984,0.8999984,1.5099984,-3.4100015,-0.4700016,-1.7000015,-2.8200015,-0.5800016,2.0199984,3.1499984,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0846,-0.0649,0.0011,-0.0409,0.0111,0.0872,0.076,0.1028,0.1879,0.1744,0.2056,0.1002,-0.0072,-0.0307,-0.0725,-0.0448,-0.0132,-9.9659996,-8.38899994,-7.41200018,-0.765999973,-1.70899999,-5.66300011,1.54100001
223,2011,5.5,PC1310_63,PC1310,28.6426,-90.6259,,5,0.29,1.0308057,2010,2.360,0.140096618,2.48,61,0.2,58.13477851,3.350,0.139614803,7.122121987,,,-0.68000156,-0.84000156,1.0899984,-4.06000148,-2.46000152,-3.1100015,-3.55000149,0.08999842,-5.53000145,-1.64000154,-2.40000152,-0.30000157,-0.62000156,-1.80000153,-2.10000153,-3.04000151,-3.0900015,-1.7000015,-2.8200015,-0.5800016,2.0199984,3.1499984,2.8299984,1.7499984,1.2199984,0.6699984,-2.0000015,0.6399984,-1.0900015,-1.2200015,1.2099984,2.4899984,4.2699983,2.5699984,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0072,-0.0307,-0.0725,-0.0448,-0.0132,0.0742,0.1217,0.1476,0.1467,0.1744,0.0643,-0.0573,-0.1246,-0.1126,-0.0505,-0.0571,-0.0395,-4.24499989,-4.56500006,-0.565999985,-5.6880002,-2.88000011,-0.453000009,-4.6329999
224,2011,5.5,PC1310_63,PC1310,28.6426,-90.6259,4.076,5.5,0.116666667,NA,2011,2.477,0.049435028,2.48,61,0.2,61,3.866,0.049285842,2.865221489,,,-0.6200016,-1.8000015,-2.1000015,-3.0400015,-3.0900015,-2.6300015,-0.9100016,0.6499984,-2.0900015,-4.0500015,-2.6200015,-3.3500015,-0.8400016,-3.3400015,-3.3900015,-2.4400015,-1.8700015,-1.2200015,1.2099984,2.4899984,4.2699983,2.5699984,2.1599984,1.2799984,0.2299984,-0.2100016,-3.7800015,-0.3400016,-0.1300016,2.0499984,0.5599984,3.4799983,1.0899984,0.3699984,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1246,-0.1126,-0.0505,-0.0571,-0.0395,-0.0054,0.0873,0.1034,0.073,0.0631,0.1099,0.1067,0.0008,-0.021,0.0084,0.0373,0.0569,-10.4230003,-10.2410002,-8.92399979,-0.432000011,-9.21700001,1.02699995,-1.926
225,2011,5.5,PC1320_80,PC1320,28.4743,-90.5568,,1,0.853333333,NA,2006,0.853,,2.00,65,0.2,27.87556372,0.375,,27.87556372,,,-0.3700016,-0.5300016,-2.8700015,-2.2900015,-1.3300015,-1.2400015,-1.7700015,-0.7200016,-0.6600016,-3.7500015,-2.7000015,-4.0900015,-4.0600015,-1.9400015,-4.4000015,-2.7100015,-5.1000015,1.0899984,1.3299984,2.3599984,3.6199983,2.6499984,-0.2300016,2.1199984,0.8199984,0.7999984,0.1799984,-2.1600015,-1.5700015,-1.0000016,-0.5800016,0.8199984,1.0099984,0.8299984,305062.5,487000,451343.75,427266.6667,477843.75,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,754000,754000,562225.8065,635533.3333,628935.4839,288.4233487,-0.0985,-0.0515,-0.0582,-0.0434,-0.0217,-0.009,-0.0059,0.046,0.0823,0.0791,0.0592,-0.0076,-0.0053,-0.0673,-0.0604,-0.0052,0.0483,-2.72000003,-2.66700006,-4.97800016,-1.05799997,-3.11999989,-8.16800022,-4.99399996
226,2011,5.5,PC1320_80,PC1320,28.4743,-90.5568,,2,0.393333333,1.0669078,2007,1.247,0.4609375,2.00,65,0.2,40.64723568,1.154,0.458167307,12.77167196,,,-4.0600015,-1.9400015,-4.4000015,-2.7100015,-5.1000015,-1.7300015,-0.2000016,-2.4200015,-3.5300015,-5.2800015,-3.0100015,-1.9200015,-3.6500015,-2.0400015,-2.6400015,-3.0100015,-2.5700015,-1.0000016,-0.5800016,0.8199984,1.0099984,0.8299984,1.7899984,1.8699984,1.2399984,0.1299984,-2.0800015,-1.8900015,1.3599984,-1.2400015,1.8399984,1.9599984,2.2899984,3.8199983,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0053,-0.0673,-0.0604,-0.0052,0.0483,0.0675,0.0731,0.081,0.0941,0.1578,0.0767,-0.0214,0.0263,-0.0448,-0.0922,-0.0489,-0.0064,-6.70300007,-8.84500027,-6.00899982,-4.42000008,-2.50600004,-6.41599989,-1.31500006
227,2011,5.5,PC1320_80,PC1320,28.4743,-90.5568,,3,0.28,0.9110629,2008,1.527,0.22459893,2.00,65,0.2,49.73893436,2.105,0.223673235,9.09169868,,,-3.6500015,-2.0400015,-2.6400015,-3.0100015,-2.5700015,-1.7200015,-0.9800016,1.0999984,-5.2800015,-4.7500015,-2.1100015,-1.6900015,-0.4100016,-3.1200015,-3.4300015,-2.4000015,-2.3500015,-1.2400015,1.8399984,1.9599984,2.2899984,3.8199983,2.5199984,1.6699984,1.1699984,-0.3400016,-2.6100015,-0.6700016,1.9399984,0.2999984,2.3799984,2.7699984,2.9399984,1.9099984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,0.0263,-0.0448,-0.0922,-0.0489,-0.0064,0.0606,0.1545,0.0618,0.133,0.1495,0.0717,-0.0266,-0.0862,-0.0697,-0.0111,-0.0279,-0.0077,-12.3739996,-6.17600012,-6.49900007,0.193000004,-4.45300007,0.282999992,-3.73099995
228,2011,5.5,PC1320_80,PC1320,28.4743,-90.5568,,4,0.226666667,0.9214092,2009,1.753,0.148471616,2.00,65,0.2,57.09888091,3.175,0.147971537,7.359946551,,,-0.4100016,-3.1200015,-3.4300015,-2.4000015,-2.3500015,0.4799984,1.4699984,-0.6000016,-1.1400015,-2.1800015,-3.3000015,-2.3000015,-0.6800016,-0.8400016,1.0899984,-4.0600015,-2.4600015,0.2999984,2.3799984,2.7699984,2.9399984,1.9099984,1.3399984,2.1899984,0.5799984,0.8999984,1.5099984,-3.4100015,-0.4700016,-1.7000015,-2.8200015,-0.5800016,2.0199984,3.1499984,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0862,-0.0697,-0.0111,-0.0279,-0.0077,0.0905,0.1202,0.1123,0.1754,0.1672,0.1871,0.0739,-0.024,-0.0448,-0.0644,-0.0466,-0.0139,-9.9659996,-8.38899994,-7.41200018,-0.765999973,-1.70899999,-5.66300011,1.54100001
229,2011,5.5,PC1320_80,PC1320,28.4743,-90.5568,,5,0.206666667,1.1191336,2010,1.960,0.117870722,2.00,65,0.2,63.80942041,4.421,0.117524887,6.710539502,,,-0.68000156,-0.84000156,1.0899984,-4.06000148,-2.46000152,-3.1100015,-3.55000149,0.08999842,-5.53000145,-1.64000154,-2.40000152,-0.30000157,-0.62000156,-1.80000153,-2.10000153,-3.04000151,-3.0900015,-1.7000015,-2.8200015,-0.5800016,2.0199984,3.1499984,2.8299984,1.7499984,1.2199984,0.6699984,-2.0000015,0.6399984,-1.0900015,-1.2200015,1.2099984,2.4899984,4.2699983,2.5699984,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.024,-0.0448,-0.0644,-0.0466,-0.0139,0.098,0.1156,0.1669,0.1409,0.1672,0.0778,-0.0409,-0.1042,-0.109,-0.0493,-0.0694,-0.043,-4.24499989,-4.56500006,-0.565999985,-5.6880002,-2.88000011,-0.453000009,-4.6329999
230,2011,5.5,PC1320_80,PC1320,28.4743,-90.5568,4.92,5.5,0.036666667,NA,2011,1.997,0.018707483,2.00,65,0.2,65,4.672,0.018658367,1.190579589,,,-0.6200016,-1.8000015,-2.1000015,-3.0400015,-3.0900015,-2.6300015,-0.9100016,0.6499984,-2.0900015,-4.0500015,-2.6200015,-3.3500015,-0.8400016,-3.3400015,-3.3900015,-2.4400015,-1.8700015,-1.2200015,1.2099984,2.4899984,4.2699983,2.5699984,2.1599984,1.2799984,0.2299984,-0.2100016,-3.7800015,-0.3400016,-0.1300016,2.0499984,0.5599984,3.4799983,1.0899984,0.3699984,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1042,-0.109,-0.0493,-0.0694,-0.043,0.0027,0.1151,0.154,0.0758,0.0584,0.1022,0.1055,0.0082,-0.0282,0.0004,0.0397,0.0546,-10.4230003,-10.2410002,-8.92399979,-0.432000011,-9.21700001,1.02699995,-1.926
231,2011,5.5,PC1420_7,PC1420,29.81701667,-87.42438333,,1,1.16,NA,2006,1.160,,2.38,59,0.2,28.80607248,0.414,,28.80607248,,,1.1399984,0.78999841,-0.53000156,0.53999841,2.15999838,0.07999842,0.31999842,1.3699984,0.44999842,-0.88000155,-0.62000156,-1.97000153,-1.42000154,0.78999841,-1.67000154,0.03999843,-2.86000151,1.2799984,-0.10000157,0.72999841,2.20999838,1.2199984,-0.11000157,1.72999839,0.57999841,0.06999842,-0.42000156,-1.58000154,-0.94000155,-1.30000154,-0.73000156,0.66999841,-0.12000157,0.41999842,305062.5,487000,451343.75,427266.6667,477843.75,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,754000,754000,562225.8065,635533.3333,628935.4839,288.4233487,-0.0841,-0.0545,-0.0826,-0.0435,-0.0062,0.0421,-0.0123,0.0382,0.0822,0.0962,0.0289,-0.0314,-0.0581,-0.1047,-0.0518,0.0111,0.0722,-1.53499997,-5.9369998,-4,-0.203999996,-5.21299982,1.05999994,-5.48099995
232,2011,5.5,PC1420_7,PC1420,29.81701667,-87.42438333,,2,0.473333333,1.1076443,2007,1.633,0.408045977,2.38,59,0.2,40.48873653,1.140,0.405562545,11.68266405,,,-1.42000154,0.78999841,-1.67000154,0.03999843,-2.86000151,0.61999841,2.28999837,0.75999841,-2.10000153,-3.01000151,-0.62000156,-0.57000156,-1.42000154,0.49999841,-0.85000155,-1.02000155,0.58999841,-1.3000015,-0.7300016,0.6699984,-0.1200016,0.4199984,0.7199984,0.5499984,0.7899984,-0.2600016,-0.9400016,-1.6800015,0.7199984,-1.3300015,0.9099984,1.0799984,1.1399984,2.2199984,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0581,-0.1047,-0.0518,0.0111,0.0722,0.0588,0.0556,0.0861,0.1087,0.1211,0.0646,-0.0244,-0.0106,-0.0488,-0.0623,-0.0086,0.0597,-3.56900001,-5.3130002,-6.046,0.407999992,-0.680999994,-4.079,-1.86600006
233,2011,5.5,PC1420_7,PC1420,29.81701667,-87.42438333,,3,0.256666667,0.7556428,2008,1.890,0.157142857,2.38,59,0.2,46.82370225,1.758,0.15646242,6.33496572,,,-1.420001542,0.499998415,-0.850001555,-1.020001551,0.589998413,1.1599984,2.159998378,2.279998375,-3.3100015,-1.820001533,0.25999842,-0.030001573,1.459998393,0.009998426,-1.020001551,-0.020001573,-0.690001559,-1.33000154,0.90999841,1.0799984,1.1399984,2.21999838,1.48999839,1.0499984,0.07999842,-0.09000157,-1.86000153,-1.00000155,1.1599984,0.10999842,0.83999841,1.77999839,1.84999838,1.49999839,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,-0.0106,-0.0488,-0.0623,-0.0086,0.0597,0.0927,0.1371,0.0355,0.2126,0.1792,0.0941,-0.0161,-0.086,-0.0736,0.0062,0.0178,0.0325,-7.10699987,-4.71000004,-1.67900002,-6.32800007,-10.6040001,-5.4829998,-3.75600004
234,2011,5.5,PC1420_7,PC1420,29.81701667,-87.42438333,,4,0.28,1.1111111,2009,2.170,0.148148148,2.38,59,0.2,53.73457395,2.650,0.147593449,6.910871694,,,1.459998393,0.009998426,-1.020001551,-0.020001573,-0.690001559,3.049998358,3.299998352,0.759998409,-1.240001546,0.019998426,-0.590001561,-0.950001553,1.1599984,0.789998408,1.839998385,-1.150001548,-0.64000156,0.1099984,0.8399984,1.7799984,1.8499984,1.4999984,0.2199984,1.6399984,0.3999984,1.1599984,0.3599984,-2.8600015,-1.0800015,-1.7100015,-2.6700015,-0.9400016,1.4399984,1.9199984,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.086,-0.0736,0.0062,0.0178,0.0325,0.0809,0.0587,0.1195,0.2183,0.188,0.1755,0.0171,-0.0643,-0.0301,-0.0488,-0.0392,0.0415,-8.4289999,-4.55700016,-2.88599992,-2.2420001,-4.4749999,-4.91699982,-9.93799973
235,2011,5.5,PC1420_7,PC1420,29.81701667,-87.42438333,,5,0.173333333,1.0547667,2010,2.343,0.079877112,2.38,59,0.2,58.01273262,3.329,0.079616499,4.278158668,,,1.1599984,0.78999841,1.83999838,-1.15000155,-0.64000156,0.34999842,0.09999842,1.1599984,-1.81000153,0.66999841,-0.76000156,1.1799984,0.90999841,0.43999842,-0.12000157,-0.06000157,0.33999842,-1.71000154,-2.67000151,-0.94000155,1.43999839,1.91999838,1.67999839,0.89999841,0.81999841,0.11999842,-1.47000154,0.04999842,-1.77000153,-1.41000154,0.45999842,1.51999839,2.68999837,1.2099984,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0643,-0.0301,-0.0488,-0.0392,0.0415,0.089,0.1155,0.1443,0.1996,0.188,0.0706,-0.0622,-0.1296,-0.0978,-0.0226,-0.0454,0.003,-6.08300018,-5.04500008,3.67499995,-9.81700039,-4.85699987,-3.52200007,-4.0710001
236,2011,5.5,PC1420_7,PC1420,29.81701667,-87.42438333,3.234,5.5,0.04,NA,2011,2.383,0.017069701,2.38,59,0.2,59,3.501,0.017018116,0.987267385,,,0.90999841,0.43999842,-0.12000157,-0.06000157,0.33999842,1.2599984,1.40999839,1.89999838,-0.48000156,-1.76000153,-1.32000154,-1.34000154,1.40999839,-0.99000155,-1.13000155,0.21999842,0.07999842,-1.41000154,0.45999842,1.51999839,2.68999837,1.2099984,1.0599984,0.79999841,-0.49000156,-0.26000157,-2.61000152,-0.01000157,-0.44000156,1.48999839,-0.40000156,2.36999837,0.02999843,0.08999842,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1296,-0.0978,-0.0226,-0.0454,0.003,0.0694,0.1148,0.0846,0.1148,0.0836,0.1264,0.0772,-0.0127,-0.0193,-0.0052,0.0284,0.0994,-11.6829996,-3.5079999,-2.9059999,-4.01399994,-1.76400006,-9.03499985,-0.922999978
