Catch Date,Year,Station,Fish ID,Fish Number,Rings,Edgecode,Age,birthdate assumed to be Jan 1,Weight (kg),Somatic Weight,Fork Length (cm),Sex,Notes,Total Aged,USED FOR INCREMENT ANALYSIS?,TOTAL # INC ANAYLSIS PER YEAR,
8/15/11,2011.00,PC-12-40,PC-12-40-188,188,21,,21,21.7,9.175,,78,M,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-189,189,4,4,4,4.7,1.442,,45,M,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-190,190,5,4,5,5.7,1.736,,47,F,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-191,191,4,4,4,4.7,1.652,,45,F,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-194,194,5,4,5,5.7,1.344,,43,M,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-195,195,5,4,5,5.7,2.994,,55,F,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-196,196,4,4,4,4.7,1.938,,43,F,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-197,197,5,4,5,5.7,3.298,,60,F,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-198,198,4,4,4,4.7,1.162,,41,M,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-199,199,4,4,4,4.7,1.282,,41,M,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-200,200,5,4,5,5.7,2.276,,51,F,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-201,201,7,4,7,7.7,5.492,,65,F,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-203,203,5,4,5,5.7,2.27,,52,F,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-204,204,4,4,4,4.7,1.342,,43,M,,,,,
8/15/11,2011.00,PC-12-40,PC-12-40-205,205,5,4,5,5.7,2.44,,54,F,,23,,,
8/14/11,2011.00,PC-13-10,PC-13-10-63,63,5,4,5,5.7,4.076,,61,F,,1,Y,,
8/14/11,2011.00,PC-13-20,PC-13-20-17,17,7,4,7,7.7,6.995,6.637,72,M,,,Y,,
8/14/11,2011.00,PC-13-20,PC-13-20-19,19,7,2,7,7.7,4.974,4.75,65,F,,,,,
8/14/11,2011.00,PC-13-20,PC-13-20-20,20,6,4,6,6.7,5.618,5.419,69,M,,,Y,,
8/14/11,2011.00,PC-13-20,PC-13-20-21,21,6,4,6,6.7,5.812,5.631,70,M,,,,,
8/14/11,2011.00,PC-13-20,PC-13-20-75,75,4,4,4,4.7,1.876,1.746,49,F,,,,,
8/14/11,2011.00,PC-13-20,PC-13-20-76,76,7,4,7,7.7,4.788,,65,M,,,Y,,
8/14/11,2011.00,PC-13-20,PC-13-20-77,77,6,4,6,6.7,4.978,,65,M,,,Y,,
8/14/11,2011.00,PC-13-20,PC-13-20-78,78,7,4,7,7.7,4.528,,66,M,,,,,
8/14/11,2011.00,PC-13-20,PC-13-20-79,79,7,4,7,7.7,6.04,,68,M,,,,,
8/14/11,2011.00,PC-13-20,PC-13-20-80,80,5,4,5,5.7,4.92,,65,F,,,Y,,
8/14/11,2011.00,PC-13-20,PC-13-20-84,84,7,4,7,7.7,4.998,,65,M,,11,Y,,
8/14/11,2011.00,PC-13-40,PC-13-40-30,30,38,,38,38.7,10.46,9.922,86,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-46,46,5,4,5,5.7,3.094,2.968,57,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-48,48,6,4,6,6.7,4.042,3.8,61,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-49,49,7,4,7,7.7,5.564,5.216,70,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-50,50,5,4,5,5.7,2.234,2.13,53,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-51,51,5,4,5,5.7,2.36,,53,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-53,53,5,4,5,5.7,3.456,,59,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-62,62,5,4,5,5.7,3.272,,57,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-63,63,6,4,6,6.7,4.138,,64,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-64,64,6,4,6,6.7,4.06,,63,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-65,65,5,4,5,5.7,2.974,,58,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-66,66,6,4,6,6.7,3.15,,59,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-67,67,20,4,20,20.7,9.965,9.899,82,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-68,68,5,4,5,5.7,2.668,,55,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-72,72,6,4,6,6.7,3.124,,57,F,,,Y,,
8/14/11,2011.00,PC-13-40,PC-13-40-73,73,5,4,5,5.7,2.284,,52,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-74,74,6,4,6,6.7,3.748,,60,M,,,Y,,
8/14/11,2011.00,PC-13-40,PC-13-40-75,75,6,4,6,6.7,3.598,,60,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-76,76,6,4,6,6.7,3.514,,59,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-78,78,6,4,6,6.7,3.988,,60,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-79,79,7,4,7,7.7,4.698,,63,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-80,80,6,4,6,6.7,4.468,,62,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-81,81,6,4,6,6.7,3.42,,58,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-82,82,7,2,7,7.7,3.832,,63,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-83,83,6,4,6,6.7,4.804,,65,F,,,Y,,
8/14/11,2011.00,PC-13-40,PC-13-40-84,84,6,4,6,6.7,3.814,,52,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-85,85,6,4,6,6.7,3.118,,58,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-87,87,6,4,6,6.7,4.146,,63,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-88,88,6,4,6,6.7,4.772,,67,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-89,89,5,4,5,5.7,2.88,,50,M,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-90,90,5,4,5,5.7,2.582,,54,F,,,,,
8/14/11,2011.00,PC-13-40,PC-13-40-91,91,6,4,6,6.7,2.928,,55,M,,32,,,
7/29/11,2011.00,PC-14-20,PC-14-20-6,6,5,4,5,5.7,2.224,,51,F,,,,,
7/29/11,2011.00,PC-14-20,PC-14-20-7,7,5,4,5,5.7,3.234,,59,F,,2,Y,,
8/3/11,2011.00,PC-15-10,PC-15-10-1,1,3,4,3,3.7,1.356,1.28,43,F,,,Y,,
8/3/11,2011.00,PC-15-10,PC-15-10-2,2,3,4,3,3.7,1.228,1.15,42,F,,,Y,,
8/3/11,2011.00,PC-15-10,PC-15-10-3,3,4,4,4,4.7,2.826,2.692,54,M,,3,Y,,
8/3/11,2011.00,PC-15-20,PC-15-20-4,4,4,4,4,4.7,1.076,1.024,39,F,,,Y,,
8/3/11,2011.00,PC-15-20,PC-15-20-5,5,5,4,5,5.7,3.978,3.681,60,M,,,Y,,
8/3/11,2011.00,PC-15-20,PC-15-20-6,6,5,4,5,5.7,1.984,1.906,49,F,,,Y,,
8/3/11,2011.00,PC-15-20,PC-15-20-7,7,6,4,6,6.7,5.722,5.458,70,F,,,Y,,
8/3/11,2011.00,PC-15-20,PC-15-20-11,11,6,4,6,6.7,4.024,2.95,63,F,,,,,
8/3/11,2011.00,PC-15-20,PC-15-20-16,16,6,4,6,6.7,3.886,,62,M,,,Y,,
8/3/11,2011.00,PC-15-20,PC-15-20-17,17,7,4,7,7.7,3.84,,62,M,,7,Y,,
8/3/11,2011.00,PC-15-40,PC-15-40-16,16,5,4,5,5.7,2.672,2.504,62,F,,,,,
8/3/11,2011.00,PC-15-40,PC-15-40-23,23,11,4,11,11.7,5.2,4.956,67,M,,,,,
8/3/11,2011.00,PC-15-40,PC-15-40-24,24,4,2,4,4.7,1.088,1.024,40,M,,3,,,
8/19/11,2011.00,PC-814-60,PC-814-60-38,38,7,2,7,7.7,5.724,5.452,69,F,this was changed to 38 from #39,1,Y,,
8/18/11,2011.00,PC-914-40,PC-914-40-10,10,5,4,5,5.7,1.779,1.683,40,F,,,,,
8/18/11,2011.00,PC-914-40,PC-914-40-11,11,40,,40,40.7,12.24,11.82,89,F,,,,,
8/18/11,2011.00,PC-914-40,PC-914-40-19,19,23,,23,23.7,8.375,8.067,79,M,,3,,74,
7/22/12,2012.00,14,14-1,1,6,4,6,6.7,3.076,2.97,58,M,,,,,
7/22/12,2012.00,14,14-3,3,5,2,5,5.7,2.346,2.176,52,F,,,,,
7/22/12,2012.00,14,14-4,4,6,4,6,6.7,2.7,2.55,56,F,,,,,
7/22/12,2012.00,14,14-5,5,6,5,6,6.7,4.864,4.136,66,F,"*check on age with Kristen- she says in 10,4,10",,,,
7/22/12,2012.00,14,14-6,6,6,4,6,6.7,3.18,3.068,58,M,,,,,
7/22/12,2012.00,14,14-7,7,6,2,6,6.7,1.644,1.518,47,F,,,,,
7/22/12,2012.00,14,14-8,8,6,4,6,6.7,2.818,2.724,56,M,,,,,
7/22/12,2012.00,14,14-9,9,6,4,6,6.7,3.724,3.55,62,F,,,Y,,
7/22/12,2012.00,14,14-10,10,6,2,6,6.7,3.884,3.674,60,F,,,,,
7/22/12,2012.00,14,14-11,11,8,4,8,8.7,5.748,5.5,70,F,,,,,
7/22/12,2012.00,14,14-12,12,8,2,8,8.7,5.09,4.788,70,F,,,,,
7/22/12,2012.00,14,14-13,13,6,4,6,6.7,2.446,2.278,53,M,,,,,
7/22/12,2012.00,14,14-15,15,9,2,9,9.7,4.042,3.864,63,F,,,,,
7/22/12,2012.00,14,14-16,16,5,4,5,5.7,4.35,4.174,65,M,,,,,
7/22/12,2012.00,14,14-17,17,6,2,6,6.7,2.81,2.66,55,M,,,,,
7/22/12,2012.00,14,14-18,18,7,4,7,7.7,4.468,4.24,65,F,,,,,
7/22/12,2012.00,14,14-19,19,6,4,6,6.7,4.41,4.256,64,M,,,,,
7/22/12,2012.00,14,14-20,20,6,4,6,6.7,2.55,2.412,54,F,,,,,
7/22/12,2012.00,14,14-21,21,8,4,8,8.7,3.916,3.742,64,F,,,Y,,
7/22/12,2012.00,14,14-22,22,6,2,6,6.7,2.867,2.797,56,F,,,,,
7/22/12,2012.00,14,14-23,23,7,4,7,7.7,2.732,2.616,55,M,,,,,
7/22/12,2012.00,14,14-24,24,6,4,6,6.7,3.69,3.582,60,F,,,Y,,
7/22/12,2012.00,14,14-25,25,6,4,6,6.7,3.134,3.018,57,F,,23,,,
7/23/12,2012.00,15,15-18,18,7,4,7,7.7,6.015,5.543,74,F,,,Y,,
7/23/12,2012.00,15,15-20,20,5,4,5,5.7,1.138,1.034,42,F,,,,,
7/23/12,2012.00,15,15-19,19,5,4,5,5.7,3.39,3.266,53,M,,3,Y,,
7/23/12,2012.00,16,16-8,8,6,4,6,6.7,2.184,2.083,57,M,,,,,
7/23/12,2012.00,16,16-9,9,5,4,5,5.7,3.226,3.036,59,M,,2,Y,,
7/13/12,2012.00,21,21-5,5,6,2,6,6.6,1.812,1.708,50,F,,,,,
7/13/12,2012.00,21,21-7,7,5,2,5,5.6,1.22,1.148,41,F,,,,,
7/13/12,2012.00,21,21-8,8,6,2,6,6.6,1.716,1.64,49,F,,,,,
7/13/12,2012.00,21,21-12,12,6,4,6,6.6,1.93,1.86,48,M,,,,,
7/13/12,2012.00,21,21-13,13,4,2,4,4.6,1.554,1.448,45,F,,,,,
7/13/12,2012.00,21,21-14,14,7,2,7,7.6,2.254,2.132,51,M,,,,,
7/13/12,2012.00,21,21-24,24,8,4,8,8.6,5.898,,68,M,,,,,
7/13/12,2012.00,21,21-27,27,3,4,3,3.6,0.792,,34,F,,8,,,
7/9/12,2012.00,27,27-9,9,5,4,5,5.6,4.022,3.804,63,F,,,,,
7/9/12,2012.00,27,27-11,11,7,2,7,7.6,5.342,5.026,69,F,,,,,
7/9/12,2012.00,27,27-12,12,6,2,6,6.6,6.525,6.119,71,M,,,,,
7/9/12,2012.00,27,27-13,13,5,4,5,5.6,2.91,2.77,56,F,,,,,
7/9/12,2012.00,27,27-15,15,,,,0.6,6.225,5.875,73,F,no age because it was broken,,,,
7/9/12,2012.00,27,27-18,18,6,4,6,6.6,5.37,5.19,69,M,,,Y,,
7/9/12,2012.00,27,27-20,20,6,4,6,6.6,4.404,,64,M,,,Y,,
7/9/12,2012.00,27,27-21,21,6,2,6,6.6,4.928,,68,F,,,,,
7/9/12,2012.00,27,27-23,23,6,4,6,6.6,4.398,,64,M,,,Y,,
7/9/12,2012.00,27,27-26,26,6,4,6,6.6,3.934,,62,M,,,,,
7/9/12,2012.00,27,27-28,28,6,2,6,6.6,2.932,,56,F,,,,,
7/9/12,2012.00,27,27-30,30,5,4,5,5.6,3.165,,63,F,,,Y,,
7/9/12,2012.00,27,27-31,31,5,4,5,5.6,2.525,,53,M,,,Y,,
7/9/12,2012.00,27,27-32,32,6,2,6,6.6,4.905,,66,F,,,Y,,
7/9/12,2012.00,27,27-33,33,6,4,6,6.6,3.985,,62,F,,15,Y,,
7/9/12,2012.00,28,28-8,8,5,2,5,5.6,1.862,1.776,47,F,,,,,
7/9/12,2012.00,28,28-13,13,7,2,7,7.6,4.705,4.455,66,F,,,Y,,
7/9/12,2012.00,28,28-21,21,5,4,5,5.6,2.125,2.04,50,F,,,,,
7/9/12,2012.00,28,28-27,27,7,4,7,7.6,6.905,6.6,75,F,,,Y,,
7/9/12,2012.00,28,28-31,31,6,2,6,6.6,3.365,3.22,59,M,,,,,
7/9/12,2012.00,28,28-35,35,7,4,7,7.6,2.905,,56,M,,,,,
7/9/12,2012.00,28,28-47,47,6,4,6,6.6,2.8,,55,F,,,,,
7/9/12,2012.00,28,28-49,49,5,2,5,5.6,2.185,,51,M,,,,,
7/9/12,2012.00,28,28-52,52,5,2,5,5.6,1.32,,43,F,,,,,
7/9/12,2012.00,28,28-56,56,5,2,5,5.6,2.095,,51,F,,,,,
7/9/12,2012.00,28,28-66,66,4,2,4,4.6,1.235,,43,F,,,,,
7/9/12,2012.00,28,28-76,76,5,2,5,5.6,1.87,,48,F,,,,,
7/9/12,2012.00,28,28-81,81,3,2,3,3.6,0.8,,35,M,,,,,
7/9/12,2012.00,28,28-82,82,6,2,6,6.6,1.765,,47,M,,,,,
7/9/12,2012.00,28,28-83,83,5,2,5,5.6,2,,50,F,,,,,
7/9/12,2012.00,28,28-84,84,6,4,6,6.6,2.705,,53,M,,,,,
7/9/12,2012.00,28,28-85,85,6,4,6,6.6,2.845,,54,M,,,,,
7/9/12,2012.00,28,28-88,88,6,4,6,6.6,5.535,,69,M,,,Y,,
7/9/12,2012.00,28,28-93,93,7,4,7,7.6,4.615,,66,M,,18,Y,,
7/9/12,2012.00,30,30-5,5,6,2,6,6.6,3.93,3.812,61,M,,,,,
7/9/12,2012.00,30,30-17,17,6,4,6,6.6,4.148,3.984,63,M,,,,,
7/9/12,2012.00,30,30-22,22,18,2,18,18.6,9.945,9.17,80,F,,,,,
7/9/12,2012.00,30,30-72,72,,deformed,,0.6,8.835,8.51,81,M,,,,,
7/9/12,2012.00,30,30-82,82,,,21,21.6,9.12,8.8,79,M,,,,,
7/9/12,2012.00,30,30-83,83,8,2,8,8.6,5.75,,69,F,,,,,
7/9/12,2012.00,30,30-84,84,7,2,7,7.6,6.44,,71,F,,,Y,,
7/9/12,2012.00,30,30-85,85,8,2,8,8.6,5.645,,68,F,,,,,
7/9/12,2012.00,30,30-86,86,6,2,6,6.6,3.255,,58,F,,,,,
7/9/12,2012.00,30,30-87,87,7,2,7,7.6,4.53,,65,M,,,,,
7/9/12,2012.00,30,30-88,88,8,2,8,8.6,4.46,,65,M,,,,,
7/9/12,2012.00,30,30-89,89,7,2,7,7.6,4.825,,64,F,,,,,
7/9/12,2012.00,30,30-90,90,7,2,7,7.6,4.55,,66,M,,,,,
7/9/12,2012.00,30,30-91,91,9,2,9,9.6,5.19,,69,F,,,,,
7/9/12,2012.00,30,30-92,92,6,4,6,6.6,3.435,,57,M,,,,,
7/9/12,2012.00,30,30-93,93,6,2,6,6.6,3.92,,59,M,,,,,
7/9/12,2012.00,30,30-94,94,7,2,7,7.6,4.21,,64,F,,,,,
7/9/12,2012.00,30,30-95,95,8,2,8,8.6,4.44,,63,M,,,,,
7/9/12,2012.00,30,30-96,96,9,4,9,9.6,7.275,,72,F,,,,,
7/9/12,2012.00,30,30-97,97,6,2,6,6.6,3.065,,57,M,,,,,
7/9/12,2012.00,30,30-98,98,6,4,6,6.6,4.54,,65,M,,,,,
7/9/12,2012.00,30,30-100,100,7,2,7,7.6,4.195,,62,F,,21,,,
6/23/12,2012.00,33,33-4,4,5,4,5,5.6,2.614,,52,F,,,,,
6/23/12,2012.00,33,33-6,6,5,4,5,5.6,2.868,,57,M,,,,,
6/23/12,2012.00,33,33-8,8,3,4,3,3.6,1.016,,39,F,,,,,
6/23/12,2012.00,33,33-9,9,5,2,5,5.6,3.006,,57,F,,,,,
6/23/12,2012.00,33,33-11,11,3,4,3,3.6,1.256,,42,M,,,,,
6/23/12,2012.00,33,33-12,12,4,4,4,4.6,1.465,,45,F,,,Y,,
6/23/12,2012.00,33,33-13,13,5,4,5,5.6,3.68,,59,M,,,Y,,
6/23/12,2012.00,33,33-15,15,5,4,5,5.6,2.904,,54,M,,,,,
6/23/12,2012.00,33,33-17,17,4,4,4,4.6,2.028,,48,F,,,Y,,
6/23/12,2012.00,33,33-19,19,5,4,5,5.6,2.31,,52,M,,,,,
6/23/12,2012.00,33,33-26,26,5,4,5,5.6,2.655,,53,F,,,Y,,
6/23/12,2012.00,33,33-27,27,5,4,5,5.6,2.65,,53,F,,,Y,,
6/23/12,2012.00,33,33-28,28,3,4,3,3.6,0.872,,36,F,,14,,,
6/23/12,2012.00,34,34-5,5,5,4,5,5.6,3.342,3.238,58,M,,,Y,,
6/23/12,2012.00,34,34-15,15,5,2,5,5.6,3.052,2.942,57,F,,,,,
6/23/12,2012.00,34,34-34,34,6,4,6,6.6,3.24,3.03,59,F,,,Y,,
6/23/12,2012.00,34,34-37,37,7,2,7,7.6,4.726,4.46,64,M,,,,,
6/23/12,2012.00,34,34-45,45,7,2,7,7.6,3.906,,61,F,,,,,
6/23/12,2012.00,34,34-48,48,7,2,7,7.6,4.545,,64,F,,,,,
6/23/12,2012.00,34,34-53,53,6,4,6,6.6,3.464,,59,F,,,Y,,
6/23/12,2012.00,34,34-55,55,6,2,6,6.6,4.122,,61,F,,,,,
6/23/12,2012.00,34,34-57,57,6,4,6,6.6,3.512,,59,F,,,,,
6/23/12,2012.00,34,34-59,59,5,4,5,5.6,2.51,,54,M,,,,,
6/23/12,2012.00,34,34-62,62,3,4,3,3.6,1.846,,47,F,,,,,
6/23/12,2012.00,34,34-65,65,7,6,8,8.6,3.528,,58,F,,,,,
6/23/12,2012.00,34,34-67,67,8,2,8,8.6,5.102,,65,F,,,,,
6/23/12,2012.00,34,34-70,70,6,4,6,6.6,3.742,,61,F,,,Y,,
6/23/12,2012.00,34,34-71,71,7,2,7,7.6,5.114,,66,M,,,,,
6/23/12,2012.00,34,34-73,73,6,2,6,6.6,4.039,,61,F,,,,,
6/23/12,2012.00,34,34-74,74,6,4,6,6.6,2.856,,56,F,,,Y,,
6/23/12,2012.00,34,34-75,75,6,2,6,6.6,3.862,,61,F,,,,,
6/23/12,2012.00,34,34-78,78,5,2,5,5.6,2.42,,51,F,,,,,
6/23/12,2012.00,34,34-80,80,6,2,6,6.6,3.514,,57,M,,,,,
6/23/12,2012.00,34,34-82,82,6,2,6,6.6,3.775,,58,F,,,,,
6/23/12,2012.00,34,34-84,84,6,4,6,6.6,2.978,,53,M,,,,,
6/23/12,2012.00,34,34-85,85,5,4,5,5.6,2.158,,51,F,,,,,
6/23/12,2012.00,34,34-87,87,5,4,5,5.5,1.884,,46,M,,24,,,
6/18/12,2012.00,36,36-11,11,5,4,5,5.5,2.796,2.598,55,M,,,Y,,
6/18/12,2012.00,36,36-13,13,7,4,7,7.5,4.152,3.696,61,F,,,Y,,
6/18/12,2012.00,36,36-15,15,4,4,4,4.5,2.625,2.443,53,F,,,Y,,
6/18/12,2012.00,36,36-18,18,8,2,8,8.5,4.654,4.298,65,M,,,,,
6/18/12,2012.00,36,36-23,23,7,6,8,8.5,5.75,,67,F,,,Y,,
6/18/12,2012.00,36,36-24,24,6,4,6,6.5,2.818,,57,M,,,Y,,
6/18/12,2012.00,36,36-27,27,3,4,3,3.5,1.648,,46,M,,,,,
6/18/12,2012.00,36,36-31,31,3,4,3,3.5,0.962,,38,F,,,Y,,
6/18/12,2012.00,36,36-32,32,7,4,7,7.5,4.73,,66,F,,,Y,,
6/18/12,2012.00,36,36-33,33,3,4,3,3.5,1.618,,47,F,,,,,
6/18/12,2012.00,36,36-35,35,5,4,5,5.5,2.752,,54,F,,,Y,,
6/18/12,2012.00,36,36-36,36,3,4,3,3.5,2.446,,54,F,,,,,
6/18/12,2012.00,36,36-37,37,4,4,4,4.5,1.806,,47,F,,,,,
6/18/12,2012.00,36,36-39,39,6,4,6,6.5,4.868,,64,M,,,Y,,
6/18/12,2012.00,36,36-41,41,4,4,4,4.5,2.112,,47,M,,,Y,,
6/18/12,2012.00,36,36-42,42,6,4,6,6.5,5.525,,67,M,,,Y,,
6/18/12,2012.00,36,36-43,43,3,4,3,3.5,1.566,,44,F,,,Y,,
6/18/12,2012.00,36,36-44,44,4,4,4,4.5,2.964,,54,F,,,Y,,
6/18/12,2012.00,36,36-45,45,3,4,3,3.5,1.798,,45,M,,,Y,,
6/18/12,2012.00,36,36-46,46,4,4,4,4.5,1.524,,45,F,,,,,
6/18/12,2012.00,36,36-47,47,4,4,4,4.5,2.768,,51,M,,,Y,,
6/18/12,2012.00,36,36-48,48,3,4,3,3.5,0.876,,37,F,,22,,,
6/15/12,2012.00,37,37-1,1,6,4,6,6.5,3.415,3.263,58,F,,,Y,,
6/15/12,2012.00,37,37-2,2,6,2,6,6.5,4.102,3.952,64,M,,,,,
6/15/12,2012.00,37,37-3,3,6,4,6,6.5,3.528,3.362,62,F,,,Y,,
6/15/12,2012.00,37,37-4,4,6,2,6,6.5,4.368,4.138,64,M,,,,,
6/15/12,2012.00,37,37-5,5,6,4,6,6.5,4.656,4.432,64,M,,,,,
6/15/12,2012.00,37,37-7,7,5,2,5,5.5,3.702,,59,M,,,,,
6/15/12,2012.00,37,37-8,8,5,4,5,5.5,2.964,,56,M,,,,,
6/15/12,2012.00,37,37-9,9,6,4,6,6.5,3.244,,57,M,,,,,
6/15/12,2012.00,37,37-11,11,6,2,6,6.5,3.01,,57,F,,,,,
6/15/12,2012.00,37,37-12,12,5,6,6,6.5,4.23,,63,M,,,,,
6/15/12,2012.00,37,37-13,13,6,2,6,6.5,2.774,,56,M,,,,,
6/15/12,2012.00,37,37-15,15,6,4,6,6.5,3.444,,60,F,,,Y,,
6/15/12,2012.00,37,37-16,16,5,2,5,5.5,3.95,,62,F,,,,,
6/15/12,2012.00,37,37-17,17,6,2,6,6.5,3.848,,60,M,,,,,
6/15/12,2012.00,37,37-18,18,5,2,5,5.5,2.678,,55,M,,,,,
6/15/12,2012.00,37,37-20,20,6,2,6,6.5,4.262,,65,F,,16,,,
6/15/12,2012.00,38,38-5,5,7,4,7,7.5,5,4.69,69,F,,,,,
6/15/12,2012.00,38,38-6,6,8,4,8,8.5,5.514,,66,M,,,,,
6/15/12,2012.00,38,38-7,7,,,20,20.5,10.275,9.445,84,F,,,,,
6/15/12,2012.00,38,38-8,8,7,6,8,8.5,4.39,,62,F,,,,,
6/15/12,2012.00,38,38-11,11,8,2,8,8.5,5.33,,68,0,,,,,
6/15/12,2012.00,38,38-13,13,6,2,6,6.5,4.1,3.916,63,M,,,,,
6/15/12,2012.00,38,38-14,14,6,2,6,6.5,3.984,3.804,60,M,,,,,
6/15/12,2012.00,38,38-16,16,8,2,8,8.5,5.376,5.166,68,F,,,,,
6/15/12,2012.00,38,38-17,17,6,6,7,7.5,3.262,3.156,57,F,,,,,
6/15/12,2012.00,38,38-18,18,7,2,7,7.5,3.098,,56,F,,,,,
6/15/12,2012.00,38,38-19,19,8,4,8,8.5,3.786,3.59,61,M,,,,,
6/15/12,2012.00,38,38-20,20,6,2,6,6.5,4.616,4.338,63,M,,,,,
6/15/12,2012.00,38,38-21,21,8,2,8,8.5,4.498,4.259,63,M,,,,,
6/15/12,2012.00,38,38-22,22,7,6,8,8.5,5.214,4.996,65,M,,,,,
6/15/12,2012.00,38,38-23,23,7,4,7,7.5,4.984,,66,M,,,,,
6/15/12,2012.00,38,38-24,24,7,2,7,7.5,4.324,4.08,64,F,,,,,
6/15/12,2012.00,38,38-25,25,6,4,6,6.5,5.028,4.748,63,M,,,,,
6/15/12,2012.00,38,38-26,26,7,6,8,8.5,4.752,,67,F,,,,,
6/15/12,2012.00,38,38-27,27,8,2,8,8.5,4.566,,62,M,,,,,
6/15/12,2012.00,38,38-28,28,7,6,8,8.5,4.4,,65,M,,,,,
6/15/12,2012.00,38,38-29,29,8,2,8,8.5,5.179,4.983,67,M,,,,,
6/15/12,2012.00,38,38-30,30,8,4,8,8.5,4.08,,63,F,,,,,
6/15/12,2012.00,38,38-89,89,7,2,7,7.5,4.5,4.312,65,M,,,,,
6/15/12,2012.00,38,38-90,90,8,2,8,8.5,4.43,4.238,66,M,,,Y,,
6/15/12,2012.00,38,38-92,92,8,6,9,9.5,5.058,4.816,71,M,,,,,
6/15/12,2012.00,38,38-93,93,7,2,7,7.5,4.218,4.061,64,F,,,Y,,
6/15/12,2012.00,38,38-94,94,7,4,7,7.5,5.154,,68,M,,,,,
6/15/12,2012.00,38,38-96,96,6,2,6,6.5,2.846,,57,M,,,,,
6/15/12,2012.00,38,38-97,97,5,4,5,5.5,2.138,,52,M,,,,,
6/15/12,2012.00,38,38-98,98,5,4,5,5.5,3.012,,56,F,,,,,
6/15/12,2012.00,38,38-99,99,8,6,9,9.5,4.784,,65,F,,,,,
6/15/12,2012.00,38,38-100,100,8,4,8,8.5,4.79,,65,F,,,,,
6/15/12,2012.00,38,38-102,102,6,4,6,6.5,4.164,,66,M,,,,,
6/15/12,2012.00,38,38-103,103,6,4,6,6.5,3.032,,60,F,,,,,
6/15/12,2012.00,38,38-104,104,7,2,7,7.5,2.282,,61,M,,,,,
6/15/12,2012.00,38,38-105,105,7,2,7,7.5,5.024,,67,M,,,,,
6/15/12,2012.00,38,38-106,106,7,4,7,7.5,4.106,,63,F,,,,,
6/15/12,2012.00,38,38-107,107,8,4,8,8.5,5.302,,68,F,,,,,
6/15/12,2012.00,38,38-108,108,6,2,6,6.5,2.468,,54,F,,,,,
6/15/12,2012.00,38,38-109,109,7,2,7,7.5,4.034,,63,F,,,,,
6/15/12,2012.00,38,38-110,110,7,2,7,7.5,5.06,,70,F,,,,,
6/15/12,2012.00,38,38-111,111,7,2,7,7.5,3.654,,61,F,,,Y,,
6/15/12,2012.00,38,38-112,112,7,2,7,7.5,3.582,,62,F,,,,,
6/15/12,2012.00,38,38-113,113,6,2,6,6.5,3.454,,53,F,,,,,
6/15/12,2012.00,38,38-115,115,6,2,6,6.5,3.854,,63,M,,,,,
6/15/12,2012.00,38,38-131,131,8,2,8,8.5,5.565,,70,F,,,,,
6/15/12,2012.00,38,38-156,156,7,2,7,7.5,5.038,,72,F,,,,,
